"Step","phase1-reasoning - train/kl","phase1-reasoning - train/kl__MIN","phase1-reasoning - train/kl__MAX"
"87","360.76928329467773","360.76928329467773","360.76928329467773"
"88","362.5606880187988","362.5606880187988","362.5606880187988"
"89","362.4400825500488","362.4400825500488","362.4400825500488"
"90","362.4554443359375","362.4554443359375","362.4554443359375"
"91","361.88207244873047","361.88207244873047","361.88207244873047"
"92","360.4224319458008","360.4224319458008","360.4224319458008"
"93","359.9312324523926","359.9312324523926","359.9312324523926"
"94","362.7879867553711","362.7879867553711","362.7879867553711"
"96","359.40417861938477","359.40417861938477","359.40417861938477"
"97","358.0566101074219","358.0566101074219","358.0566101074219"
"98","358.6523857116699","358.6523857116699","358.6523857116699"
"99","357.1442985534668","357.1442985534668","357.1442985534668"
"100","358.3929672241211","358.3929672241211","358.3929672241211"
"101","354.6615791320801","354.6615791320801","354.6615791320801"
"102","355.04382705688477","355.04382705688477","355.04382705688477"
"103","356.73250579833984","356.73250579833984","356.73250579833984"
"104","353.90646743774414","353.90646743774414","353.90646743774414"
"105","352.64837646484375","352.64837646484375","352.64837646484375"
"106","354.97692489624023","354.97692489624023","354.97692489624023"
"107","350.3087501525879","350.3087501525879","350.3087501525879"
"108","353.73791885375977","353.73791885375977","353.73791885375977"
"109","350.4377746582031","350.4377746582031","350.4377746582031"
"110","351.2278823852539","351.2278823852539","351.2278823852539"
"111","349.35160064697266","349.35160064697266","349.35160064697266"
"112","348.12452697753906","348.12452697753906","348.12452697753906"
"113","347.5574645996094","347.5574645996094","347.5574645996094"
"114","351.91534423828125","351.91534423828125","351.91534423828125"
"115","350.2052993774414","350.2052993774414","350.2052993774414"
"116","348.20247650146484","348.20247650146484","348.20247650146484"
"117","350.6935920715332","350.6935920715332","350.6935920715332"
"118","347.8400001525879","347.8400001525879","347.8400001525879"
"119","344.87855529785156","344.87855529785156","344.87855529785156"
"120","346.065486907959","346.065486907959","346.065486907959"
"122","345.5079345703125","345.5079345703125","345.5079345703125"
"123","347.8881721496582","347.8881721496582","347.8881721496582"
"124","345.56976318359375","345.56976318359375","345.56976318359375"
"125","344.3019027709961","344.3019027709961","344.3019027709961"
"126","344.60440826416016","344.60440826416016","344.60440826416016"
"127","344.8681640625","344.8681640625","344.8681640625"
"128","341.2252502441406","341.2252502441406","341.2252502441406"
"129","340.4917182922363","340.4917182922363","340.4917182922363"
"130","343.2823829650879","343.2823829650879","343.2823829650879"
"131","339.9868354797363","339.9868354797363","339.9868354797363"
"132","342.131160736084","342.131160736084","342.131160736084"
"133","341.44517517089844","341.44517517089844","341.44517517089844"
"134","339.8716011047363","339.8716011047363","339.8716011047363"
"135","337.5501289367676","337.5501289367676","337.5501289367676"
"136","340.2349433898926","340.2349433898926","340.2349433898926"
"137","339.5310363769531","339.5310363769531","339.5310363769531"
"138","336.5147247314453","336.5147247314453","336.5147247314453"
"139","336.6639709472656","336.6639709472656","336.6639709472656"
"140","337.6395835876465","337.6395835876465","337.6395835876465"
"141","335.0733108520508","335.0733108520508","335.0733108520508"
"142","333.9164009094238","333.9164009094238","333.9164009094238"
"143","337.0078239440918","337.0078239440918","337.0078239440918"
"144","332.85813903808594","332.85813903808594","332.85813903808594"
"145","339.1980438232422","339.1980438232422","339.1980438232422"
"146","335.3401679992676","335.3401679992676","335.3401679992676"
"148","333.2419242858887","333.2419242858887","333.2419242858887"
"149","334.0682144165039","334.0682144165039","334.0682144165039"
"150","335.8622932434082","335.8622932434082","335.8622932434082"
"151","333.2516975402832","333.2516975402832","333.2516975402832"
"152","333.8312530517578","333.8312530517578","333.8312530517578"
"153","329.72656631469727","329.72656631469727","329.72656631469727"
"154","334.26453399658203","334.26453399658203","334.26453399658203"
"155","331.4094772338867","331.4094772338867","331.4094772338867"
"156","330.8577766418457","330.8577766418457","330.8577766418457"
"157","332.35622787475586","332.35622787475586","332.35622787475586"
"158","331.7756996154785","331.7756996154785","331.7756996154785"
"159","331.3568801879883","331.3568801879883","331.3568801879883"
"160","331.0720634460449","331.0720634460449","331.0720634460449"
"161","329.26297760009766","329.26297760009766","329.26297760009766"
"162","329.64466857910156","329.64466857910156","329.64466857910156"
"163","329.26402282714844","329.26402282714844","329.26402282714844"
"164","329.22582626342773","329.22582626342773","329.22582626342773"
"165","325.8014945983887","325.8014945983887","325.8014945983887"
"166","325.5606002807617","325.5606002807617","325.5606002807617"
"167","323.72278213500977","323.72278213500977","323.72278213500977"
"168","324.75450897216797","324.75450897216797","324.75450897216797"
"169","324.70411682128906","324.70411682128906","324.70411682128906"
"170","323.7746353149414","323.7746353149414","323.7746353149414"
"171","321.1705436706543","321.1705436706543","321.1705436706543"
"172","326.80077362060547","326.80077362060547","326.80077362060547"
"174","322.93480682373047","322.93480682373047","322.93480682373047"
"175","322.80438232421875","322.80438232421875","322.80438232421875"
"176","324.3646354675293","324.3646354675293","324.3646354675293"
"177","323.6874771118164","323.6874771118164","323.6874771118164"
"178","323.2931709289551","323.2931709289551","323.2931709289551"
"179","318.5574264526367","318.5574264526367","318.5574264526367"
"180","319.27266693115234","319.27266693115234","319.27266693115234"
"181","322.9374313354492","322.9374313354492","322.9374313354492"
"182","322.3547019958496","322.3547019958496","322.3547019958496"
"183","317.82079315185547","317.82079315185547","317.82079315185547"
"184","318.1001205444336","318.1001205444336","318.1001205444336"
"185","316.888671875","316.888671875","316.888671875"
"186","317.7675323486328","317.7675323486328","317.7675323486328"
"187","316.3627471923828","316.3627471923828","316.3627471923828"
"188","314.5044288635254","314.5044288635254","314.5044288635254"
"189","315.9539260864258","315.9539260864258","315.9539260864258"
"190","313.6914825439453","313.6914825439453","313.6914825439453"
"191","316.8277893066406","316.8277893066406","316.8277893066406"
"192","314.85778427124023","314.85778427124023","314.85778427124023"
"193","312.0073051452637","312.0073051452637","312.0073051452637"
"194","313.35512924194336","313.35512924194336","313.35512924194336"
"195","314.2914581298828","314.2914581298828","314.2914581298828"
"196","315.46567153930664","315.46567153930664","315.46567153930664"
"197","314.75528717041016","314.75528717041016","314.75528717041016"
"198","309.88938903808594","309.88938903808594","309.88938903808594"
"200","312.05162811279297","312.05162811279297","312.05162811279297"
"201","312.56693267822266","312.56693267822266","312.56693267822266"
"202","314.5036315917969","314.5036315917969","314.5036315917969"
"203","308.17065811157227","308.17065811157227","308.17065811157227"
"204","312.67319107055664","312.67319107055664","312.67319107055664"
"205","307.6621742248535","307.6621742248535","307.6621742248535"
"206","310.35029220581055","310.35029220581055","310.35029220581055"
"207","309.88407135009766","309.88407135009766","309.88407135009766"
