"Step","phase1-reasoning - train/layers/l30_mse","phase1-reasoning - train/layers/l30_mse__MIN","phase1-reasoning - train/layers/l30_mse__MAX"
"49","21.93276309967041","21.93276309967041","21.93276309967041"
"50","18.96318507194519","18.96318507194519","18.96318507194519"
"52","21.815526247024536","21.815526247024536","21.815526247024536"
"53","20.395058155059814","20.395058155059814","20.395058155059814"
"54","21.798318028450012","21.798318028450012","21.798318028450012"
"55","22.97844171524048","22.97844171524048","22.97844171524048"
"56","23.021790266036987","23.021790266036987","23.021790266036987"
"57","23.937744140625","23.937744140625","23.937744140625"
"58","22.203452825546265","22.203452825546265","22.203452825546265"
"59","23.164552688598633","23.164552688598633","23.164552688598633"
"60","19.22518742084503","19.22518742084503","19.22518742084503"
"61","21.740919828414917","21.740919828414917","21.740919828414917"
"62","22.773436069488525","22.773436069488525","22.773436069488525"
"63","22.377394199371338","22.377394199371338","22.377394199371338"
"64","20.0992693901062","20.0992693901062","20.0992693901062"
"65","19.13094675540924","19.13094675540924","19.13094675540924"
"66","22.66943597793579","22.66943597793579","22.66943597793579"
"67","20.268211245536804","20.268211245536804","20.268211245536804"
"68","22.895054578781128","22.895054578781128","22.895054578781128"
"69","20.40813946723938","20.40813946723938","20.40813946723938"
"70","21.884181261062622","21.884181261062622","21.884181261062622"
"71","23.225032567977905","23.225032567977905","23.225032567977905"
"72","21.090747714042664","21.090747714042664","21.090747714042664"
"73","22.813026666641235","22.813026666641235","22.813026666641235"
"74","21.553035259246826","21.553035259246826","21.553035259246826"
"75","23.201712369918823","23.201712369918823","23.201712369918823"
"76","20.200734496116638","20.200734496116638","20.200734496116638"
"78","20.397329211235046","20.397329211235046","20.397329211235046"
"79","21.648515462875366","21.648515462875366","21.648515462875366"
"80","19.40386950969696","19.40386950969696","19.40386950969696"
"81","20.98742139339447","20.98742139339447","20.98742139339447"
"82","20.636430263519287","20.636430263519287","20.636430263519287"
"83","21.270695328712463","21.270695328712463","21.270695328712463"
"84","21.3952214717865","21.3952214717865","21.3952214717865"
"85","21.053974151611328","21.053974151611328","21.053974151611328"
"86","22.229849100112915","22.229849100112915","22.229849100112915"
"87","20.762487173080444","20.762487173080444","20.762487173080444"
"88","22.745281219482422","22.745281219482422","22.745281219482422"
"89","22.54887819290161","22.54887819290161","22.54887819290161"
"90","21.447521090507507","21.447521090507507","21.447521090507507"
"91","20.912533283233643","20.912533283233643","20.912533283233643"
"92","20.981065154075623","20.981065154075623","20.981065154075623"
"93","21.15963113307953","21.15963113307953","21.15963113307953"
"94","19.529396295547485","19.529396295547485","19.529396295547485"
"95","21.858786582946777","21.858786582946777","21.858786582946777"
"96","18.785988211631775","18.785988211631775","18.785988211631775"
"97","21.752227306365967","21.752227306365967","21.752227306365967"
"98","19.6698135137558","19.6698135137558","19.6698135137558"
"99","21.527716398239136","21.527716398239136","21.527716398239136"
"100","20.19051945209503","20.19051945209503","20.19051945209503"
"101","22.02087163925171","22.02087163925171","22.02087163925171"
"102","20.273563861846924","20.273563861846924","20.273563861846924"
"104","21.69048523902893","21.69048523902893","21.69048523902893"
"105","20.035515666007996","20.035515666007996","20.035515666007996"
"106","20.465696215629578","20.465696215629578","20.465696215629578"
"107","21.418839931488037","21.418839931488037","21.418839931488037"
"108","18.305641412734985","18.305641412734985","18.305641412734985"
"109","16.98603665828705","16.98603665828705","16.98603665828705"
"110","22.18528127670288","22.18528127670288","22.18528127670288"
"111","20.58894634246826","20.58894634246826","20.58894634246826"
"112","20.64228057861328","20.64228057861328","20.64228057861328"
"113","20.471532344818115","20.471532344818115","20.471532344818115"
"114","19.012964010238647","19.012964010238647","19.012964010238647"
"115","19.6602463722229","19.6602463722229","19.6602463722229"
"116","19.153645873069763","19.153645873069763","19.153645873069763"
"117","20.158597826957703","20.158597826957703","20.158597826957703"
"118","20.902910947799683","20.902910947799683","20.902910947799683"
"119","19.530367493629456","19.530367493629456","19.530367493629456"
"120","19.956957817077637","19.956957817077637","19.956957817077637"
"121","20.34316086769104","20.34316086769104","20.34316086769104"
"122","21.580866813659668","21.580866813659668","21.580866813659668"
"123","21.44559419155121","21.44559419155121","21.44559419155121"
"124","19.225627899169922","19.225627899169922","19.225627899169922"
"125","19.495790719985962","19.495790719985962","19.495790719985962"
"126","20.25731587409973","20.25731587409973","20.25731587409973"
"127","22.16808247566223","22.16808247566223","22.16808247566223"
"128","21.95421838760376","21.95421838760376","21.95421838760376"
"130","20.236759066581726","20.236759066581726","20.236759066581726"
"131","21.621575832366943","21.621575832366943","21.621575832366943"
"132","20.445725917816162","20.445725917816162","20.445725917816162"
"133","19.92027711868286","19.92027711868286","19.92027711868286"
"134","20.594915509223938","20.594915509223938","20.594915509223938"
"135","20.191938996315002","20.191938996315002","20.191938996315002"
"136","20.671719670295715","20.671719670295715","20.671719670295715"
"137","21.37956178188324","21.37956178188324","21.37956178188324"
"138","18.967909336090088","18.967909336090088","18.967909336090088"
"139","21.37240219116211","21.37240219116211","21.37240219116211"
"140","20.627307653427124","20.627307653427124","20.627307653427124"
"141","19.89997684955597","19.89997684955597","19.89997684955597"
"142","23.017765998840332","23.017765998840332","23.017765998840332"
"143","19.79814600944519","19.79814600944519","19.79814600944519"
"144","21.48039937019348","21.48039937019348","21.48039937019348"
"145","20.133777379989624","20.133777379989624","20.133777379989624"
"146","21.875621438026428","21.875621438026428","21.875621438026428"
"147","20.36248767375946","20.36248767375946","20.36248767375946"
"148","19.5538649559021","19.5538649559021","19.5538649559021"
"149","21.29128122329712","21.29128122329712","21.29128122329712"
"150","19.21476447582245","19.21476447582245","19.21476447582245"
"151","22.667303562164307","22.667303562164307","22.667303562164307"
"152","19.58218789100647","19.58218789100647","19.58218789100647"
"153","18.670471787452698","18.670471787452698","18.670471787452698"
"154","37.43211913108826","37.43211913108826","37.43211913108826"
"156","22.025383710861206","22.025383710861206","22.025383710861206"
"157","20.223586440086365","20.223586440086365","20.223586440086365"
"158","21.102444171905518","21.102444171905518","21.102444171905518"
"159","21.33971107006073","21.33971107006073","21.33971107006073"
"160","19.95033836364746","19.95033836364746","19.95033836364746"
"161","21.608531713485718","21.608531713485718","21.608531713485718"
"162","20.831443309783936","20.831443309783936","20.831443309783936"
"163","20.14949882030487","20.14949882030487","20.14949882030487"
"164","19.25511634349823","19.25511634349823","19.25511634349823"
"165","20.703615307807922","20.703615307807922","20.703615307807922"
"166","19.065617322921753","19.065617322921753","19.065617322921753"
"167","21.478886485099792","21.478886485099792","21.478886485099792"
"168","18.288174271583557","18.288174271583557","18.288174271583557"
"169","21.2794052362442","21.2794052362442","21.2794052362442"
"170","18.95509922504425","18.95509922504425","18.95509922504425"
"171","19.365995287895203","19.365995287895203","19.365995287895203"
"172","21.898586750030518","21.898586750030518","21.898586750030518"
"173","20.670994758605957","20.670994758605957","20.670994758605957"
"174","20.903485536575317","20.903485536575317","20.903485536575317"
"175","20.154349327087402","20.154349327087402","20.154349327087402"
"176","21.428715348243713","21.428715348243713","21.428715348243713"
"177","18.76720428466797","18.76720428466797","18.76720428466797"
"178","22.0207359790802","22.0207359790802","22.0207359790802"
"179","20.941956281661987","20.941956281661987","20.941956281661987"
"180","19.86600971221924","19.86600971221924","19.86600971221924"
"182","21.109802722930908","21.109802722930908","21.109802722930908"
"183","21.677229404449463","21.677229404449463","21.677229404449463"
"184","20.177379369735718","20.177379369735718","20.177379369735718"
"185","20.006720423698425","20.006720423698425","20.006720423698425"
"186","20.309301137924194","20.309301137924194","20.309301137924194"
"187","19.13081967830658","19.13081967830658","19.13081967830658"
"188","18.411755442619324","18.411755442619324","18.411755442619324"
"189","20.81977355480194","20.81977355480194","20.81977355480194"
"190","18.173380613327026","18.173380613327026","18.173380613327026"
"191","20.06540560722351","20.06540560722351","20.06540560722351"
"192","18.970926761627197","18.970926761627197","18.970926761627197"
"193","19.509963870048523","19.509963870048523","19.509963870048523"
"194","19.843153595924377","19.843153595924377","19.843153595924377"
"195","17.54249632358551","17.54249632358551","17.54249632358551"
"196","20.628620982170105","20.628620982170105","20.628620982170105"
"197","19.220398664474487","19.220398664474487","19.220398664474487"
"198","19.50690793991089","19.50690793991089","19.50690793991089"
"199","20.317696690559387","20.317696690559387","20.317696690559387"
"200","18.692772388458252","18.692772388458252","18.692772388458252"
"201","21.084828972816467","21.084828972816467","21.084828972816467"
"202","18.809204816818237","18.809204816818237","18.809204816818237"
"203","18.43663203716278","18.43663203716278","18.43663203716278"
"204","19.988940715789795","19.988940715789795","19.988940715789795"
"205","18.05041992664337","18.05041992664337","18.05041992664337"
"206","21.74746537208557","21.74746537208557","21.74746537208557"
"208","21.080916047096252","21.080916047096252","21.080916047096252"
"209","20.00900423526764","20.00900423526764","20.00900423526764"
"210","20.463594675064087","20.463594675064087","20.463594675064087"
"211","20.91052770614624","20.91052770614624","20.91052770614624"
"212","20.4198796749115","20.4198796749115","20.4198796749115"
"213","18.8619145154953","18.8619145154953","18.8619145154953"
"214","20.311800360679626","20.311800360679626","20.311800360679626"
"215","21.42461657524109","21.42461657524109","21.42461657524109"
"216","19.049049258232117","19.049049258232117","19.049049258232117"
"217","20.295456647872925","20.295456647872925","20.295456647872925"
"218","21.416568279266357","21.416568279266357","21.416568279266357"
"219","19.925318598747253","19.925318598747253","19.925318598747253"
"220","20.06307864189148","20.06307864189148","20.06307864189148"
"221","19.373375296592712","19.373375296592712","19.373375296592712"
"222","22.59256076812744","22.59256076812744","22.59256076812744"
"223","19.315130591392517","19.315130591392517","19.315130591392517"
"224","18.409810543060303","18.409810543060303","18.409810543060303"
"225","20.648833394050598","20.648833394050598","20.648833394050598"
"226","18.972548365592957","18.972548365592957","18.972548365592957"
"227","20.753297328948975","20.753297328948975","20.753297328948975"
"228","18.14026665687561","18.14026665687561","18.14026665687561"
"229","17.89494514465332","17.89494514465332","17.89494514465332"
"230","20.34760892391205","20.34760892391205","20.34760892391205"
"231","19.264633893966675","19.264633893966675","19.264633893966675"
"232","19.105477333068848","19.105477333068848","19.105477333068848"
"234","20.855364680290222","20.855364680290222","20.855364680290222"
"235","19.65099048614502","19.65099048614502","19.65099048614502"
"236","20.71441388130188","20.71441388130188","20.71441388130188"
"237","20.405808329582214","20.405808329582214","20.405808329582214"
"238","18.086098790168762","18.086098790168762","18.086098790168762"
"239","20.67614459991455","20.67614459991455","20.67614459991455"
"240","20.653414726257324","20.653414726257324","20.653414726257324"
"241","21.471704483032227","21.471704483032227","21.471704483032227"
"242","19.093392491340637","19.093392491340637","19.093392491340637"
"243","19.854029536247253","19.854029536247253","19.854029536247253"
"244","20.449111461639404","20.449111461639404","20.449111461639404"
"245","21.23275101184845","21.23275101184845","21.23275101184845"
"246","19.02306878566742","19.02306878566742","19.02306878566742"
"247","17.977126598358154","17.977126598358154","17.977126598358154"
"248","18.460744976997375","18.460744976997375","18.460744976997375"
"249","20.315983653068542","20.315983653068542","20.315983653068542"
"250","20.699531316757202","20.699531316757202","20.699531316757202"
"251","20.263625860214233","20.263625860214233","20.263625860214233"
"252","19.270122528076172","19.270122528076172","19.270122528076172"
"253","21.003337860107422","21.003337860107422","21.003337860107422"
"254","17.408748984336853","17.408748984336853","17.408748984336853"
"255","19.80607569217682","19.80607569217682","19.80607569217682"
"256","19.470237374305725","19.470237374305725","19.470237374305725"
"257","21.25220012664795","21.25220012664795","21.25220012664795"
"258","21.226473093032837","21.226473093032837","21.226473093032837"
"260","20.096149444580078","20.096149444580078","20.096149444580078"
"261","18.142945408821106","18.142945408821106","18.142945408821106"
"262","21.101624965667725","21.101624965667725","21.101624965667725"
"263","18.457465410232544","18.457465410232544","18.457465410232544"
"264","19.067105650901794","19.067105650901794","19.067105650901794"
"265","20.656922340393066","20.656922340393066","20.656922340393066"
"266","19.650366187095642","19.650366187095642","19.650366187095642"
"267","18.904674887657166","18.904674887657166","18.904674887657166"
"268","20.85863471031189","20.85863471031189","20.85863471031189"
"269","21.534619569778442","21.534619569778442","21.534619569778442"
"270","19.621979355812073","19.621979355812073","19.621979355812073"
"271","20.590386033058167","20.590386033058167","20.590386033058167"
"272","18.21583318710327","18.21583318710327","18.21583318710327"
"273","19.638294339179993","19.638294339179993","19.638294339179993"
"274","16.34364676475525","16.34364676475525","16.34364676475525"
"275","21.311617970466614","21.311617970466614","21.311617970466614"
"276","20.59366011619568","20.59366011619568","20.59366011619568"
"277","17.834147334098816","17.834147334098816","17.834147334098816"
"278","18.66297721862793","18.66297721862793","18.66297721862793"
"279","20.44442903995514","20.44442903995514","20.44442903995514"
"280","20.273956060409546","20.273956060409546","20.273956060409546"
"281","17.420317888259888","17.420317888259888","17.420317888259888"
"282","18.354217290878296","18.354217290878296","18.354217290878296"
"283","18.57180607318878","18.57180607318878","18.57180607318878"
"284","20.67807388305664","20.67807388305664","20.67807388305664"
"286","19.97583281993866","19.97583281993866","19.97583281993866"
"287","19.359054803848267","19.359054803848267","19.359054803848267"
"288","18.52185869216919","18.52185869216919","18.52185869216919"
"289","16.924389958381653","16.924389958381653","16.924389958381653"
"290","19.465975403785706","19.465975403785706","19.465975403785706"
"291","20.585707187652588","20.585707187652588","20.585707187652588"
"292","18.928415179252625","18.928415179252625","18.928415179252625"
"293","21.32205319404602","21.32205319404602","21.32205319404602"
"294","17.877317667007446","17.877317667007446","17.877317667007446"
"295","20.714988708496094","20.714988708496094","20.714988708496094"
"296","20.752989530563354","20.752989530563354","20.752989530563354"
"297","18.874531507492065","18.874531507492065","18.874531507492065"
"298","20.524717450141907","20.524717450141907","20.524717450141907"
"299","20.9935040473938","20.9935040473938","20.9935040473938"
"300","18.1671804189682","18.1671804189682","18.1671804189682"
"301","18.93209183216095","18.93209183216095","18.93209183216095"
"302","20.567872643470764","20.567872643470764","20.567872643470764"
"303","20.540743470191956","20.540743470191956","20.540743470191956"
"304","20.656155586242676","20.656155586242676","20.656155586242676"
"305","17.712746143341064","17.712746143341064","17.712746143341064"
"306","19.085705041885376","19.085705041885376","19.085705041885376"
"307","19.159642457962036","19.159642457962036","19.159642457962036"
"308","20.130460619926453","20.130460619926453","20.130460619926453"
"309","17.747466444969177","17.747466444969177","17.747466444969177"
"310","21.67882251739502","21.67882251739502","21.67882251739502"
"312","19.662888050079346","19.662888050079346","19.662888050079346"
"313","18.199256896972656","18.199256896972656","18.199256896972656"
"314","20.34756577014923","20.34756577014923","20.34756577014923"
"315","20.979280710220337","20.979280710220337","20.979280710220337"
"316","21.768930673599243","21.768930673599243","21.768930673599243"
"317","19.914666295051575","19.914666295051575","19.914666295051575"
"318","20.615836262702942","20.615836262702942","20.615836262702942"
"319","20.663285493850708","20.663285493850708","20.663285493850708"
"320","19.087804794311523","19.087804794311523","19.087804794311523"
"321","18.50272572040558","18.50272572040558","18.50272572040558"
"322","20.368266582489014","20.368266582489014","20.368266582489014"
"323","19.67611074447632","19.67611074447632","19.67611074447632"
"324","19.497849583625793","19.497849583625793","19.497849583625793"
"325","20.467479705810547","20.467479705810547","20.467479705810547"
"326","19.34994649887085","19.34994649887085","19.34994649887085"
"327","20.147804617881775","20.147804617881775","20.147804617881775"
"328","19.418182373046875","19.418182373046875","19.418182373046875"
"329","17.39689862728119","17.39689862728119","17.39689862728119"
"330","19.031471014022827","19.031471014022827","19.031471014022827"
"331","19.810253262519836","19.810253262519836","19.810253262519836"
"332","19.138885140419006","19.138885140419006","19.138885140419006"
"333","17.65486752986908","17.65486752986908","17.65486752986908"
"334","19.355669260025024","19.355669260025024","19.355669260025024"
"335","19.83256757259369","19.83256757259369","19.83256757259369"
"336","20.950939178466797","20.950939178466797","20.950939178466797"
"338","20.81267011165619","20.81267011165619","20.81267011165619"
"339","19.425085186958313","19.425085186958313","19.425085186958313"
"340","15.864007115364075","15.864007115364075","15.864007115364075"
"341","20.46740186214447","20.46740186214447","20.46740186214447"
"342","20.76720118522644","20.76720118522644","20.76720118522644"
"343","19.43833577632904","19.43833577632904","19.43833577632904"
"344","19.69966757297516","19.69966757297516","19.69966757297516"
"345","20.1009624004364","20.1009624004364","20.1009624004364"
"346","18.86516237258911","18.86516237258911","18.86516237258911"
"347","20.171568155288696","20.171568155288696","20.171568155288696"
"348","18.973565578460693","18.973565578460693","18.973565578460693"
"349","20.539047837257385","20.539047837257385","20.539047837257385"
"350","21.404957056045532","21.404957056045532","21.404957056045532"
"351","19.296635150909424","19.296635150909424","19.296635150909424"
"352","16.98315703868866","16.98315703868866","16.98315703868866"
"353","16.06915509700775","16.06915509700775","16.06915509700775"
"354","18.83446455001831","18.83446455001831","18.83446455001831"
"355","19.74825668334961","19.74825668334961","19.74825668334961"
"356","18.076181530952454","18.076181530952454","18.076181530952454"
"357","19.69166111946106","19.69166111946106","19.69166111946106"
"358","18.556583404541016","18.556583404541016","18.556583404541016"
"359","20.654008865356445","20.654008865356445","20.654008865356445"
"360","19.671238660812378","19.671238660812378","19.671238660812378"
"361","19.682192087173462","19.682192087173462","19.682192087173462"
"362","18.520058751106262","18.520058751106262","18.520058751106262"
"364","20.870136499404907","20.870136499404907","20.870136499404907"
"365","17.481958508491516","17.481958508491516","17.481958508491516"
"366","19.816781401634216","19.816781401634216","19.816781401634216"
"367","20.231367230415344","20.231367230415344","20.231367230415344"
"368","19.604891180992126","19.604891180992126","19.604891180992126"
"369","18.277255296707153","18.277255296707153","18.277255296707153"
"370","20.549535870552063","20.549535870552063","20.549535870552063"
