"Step","phase1-reasoning - train/l40_mse","phase1-reasoning - train/l40_mse__MIN","phase1-reasoning - train/l40_mse__MAX"
"123","3.381355583667755","3.381355583667755","3.381355583667755"
"124","4.199612319469452","4.199612319469452","4.199612319469452"
"125","2.360927402973175","2.360927402973175","2.360927402973175"
"126","4.206236749887466","4.206236749887466","4.206236749887466"
"127","3.281946122646332","3.281946122646332","3.281946122646332"
"128","3.384220212697983","3.384220212697983","3.384220212697983"
"129","3.228250950574875","3.228250950574875","3.228250950574875"
"130","4.458528608083725","4.458528608083725","4.458528608083725"
"131","3.5480633974075317","3.5480633974075317","3.5480633974075317"
"132","3.605273723602295","3.605273723602295","3.605273723602295"
"133","4.7187013030052185","4.7187013030052185","4.7187013030052185"
"134","4.361551642417908","4.361551642417908","4.361551642417908"
"135","3.209349274635315","3.209349274635315","3.209349274635315"
"136","3.568774461746216","3.568774461746216","3.568774461746216"
"137","3.858754724264145","3.858754724264145","3.858754724264145"
"138","4.518004685640335","4.518004685640335","4.518004685640335"
"139","4.238617867231369","4.238617867231369","4.238617867231369"
"140","3.344847619533539","3.344847619533539","3.344847619533539"
"141","4.863622486591339","4.863622486591339","4.863622486591339"
"142","3.0560247004032135","3.0560247004032135","3.0560247004032135"
"143","3.476188540458679","3.476188540458679","3.476188540458679"
"144","3.626901686191559","3.626901686191559","3.626901686191559"
"145","3.851117789745331","3.851117789745331","3.851117789745331"
"146","3.2012769281864166","3.2012769281864166","3.2012769281864166"
"147","3.3840426206588745","3.3840426206588745","3.3840426206588745"
"148","3.1028757095336914","3.1028757095336914","3.1028757095336914"
"149","3.678305923938751","3.678305923938751","3.678305923938751"
"150","2.4707930088043213","2.4707930088043213","2.4707930088043213"
"151","3.7027877867221832","3.7027877867221832","3.7027877867221832"
"152","2.9065447449684143","2.9065447449684143","2.9065447449684143"
"153","2.709616005420685","2.709616005420685","2.709616005420685"
