"Step","deep-planet-14 - cov_loss","deep-planet-14 - cov_loss__MIN","deep-planet-14 - cov_loss__MAX"
"13870","2.453125","2.453125","2.453125"
"13880","2","2","2"
"13890","2.15625","2.15625","2.15625"
"13900","2.03125","2.03125","2.03125"
"13910","2.21875","2.21875","2.21875"
"13920","2.578125","2.578125","2.578125"
"13930","2.046875","2.046875","2.046875"
"13940","2.4375","2.4375","2.4375"
"13950","1.9453125","1.9453125","1.9453125"
"13960","1.9921875","1.9921875","1.9921875"
"13970","2.375","2.375","2.375"
"13980","2.03125","2.03125","2.03125"
"13990","2.1875","2.1875","2.1875"
"14000","2.15625","2.15625","2.15625"
"14010","3.015625","3.015625","3.015625"
"14020","1.9375","1.9375","1.9375"
"14030","2.15625","2.15625","2.15625"
"14040","2.75","2.75","2.75"
"14050","1.9921875","1.9921875","1.9921875"
"14060","1.9375","1.9375","1.9375"
"14070","2.265625","2.265625","2.265625"
"14080","2.328125","2.328125","2.328125"
"14090","2.328125","2.328125","2.328125"
"14100","1.875","1.875","1.875"
"14110","2.234375","2.234375","2.234375"
"14120","2.28125","2.28125","2.28125"
"14130","2.078125","2.078125","2.078125"
"14140","2.5625","2.5625","2.5625"
"14150","2.25","2.25","2.25"
"14160","2.125","2.125","2.125"
"14170","2.6875","2.6875","2.6875"
"14180","2.078125","2.078125","2.078125"
"14190","2.1875","2.1875","2.1875"
"14200","1.8671875","1.8671875","1.8671875"
"14210","2.578125","2.578125","2.578125"
"14220","2.078125","2.078125","2.078125"
"14230","2.15625","2.15625","2.15625"
"14240","2.15625","2.15625","2.15625"
"14250","2.109375","2.109375","2.109375"
"14260","2.0625","2.0625","2.0625"
"14270","1.859375","1.859375","1.859375"
"14280","2.21875","2.21875","2.21875"
"14290","2.015625","2.015625","2.015625"
"14300","2.078125","2.078125","2.078125"
"14310","2.15625","2.15625","2.15625"
"14320","2.15625","2.15625","2.15625"
"14330","1.96875","1.96875","1.96875"
"14340","1.9140625","1.9140625","1.9140625"
"14350","2.0625","2.0625","2.0625"
"14360","2.125","2.125","2.125"
"14370","2.078125","2.078125","2.078125"
"14380","1.9921875","1.9921875","1.9921875"
"14390","2.015625","2.015625","2.015625"
"14400","2.25","2.25","2.25"
"14410","2.1875","2.1875","2.1875"
"14420","1.984375","1.984375","1.984375"
"14430","1.90625","1.90625","1.90625"
"14440","2.109375","2.109375","2.109375"
"14450","2.125","2.125","2.125"
"14460","2.0625","2.0625","2.0625"
"14470","2.109375","2.109375","2.109375"
"14480","2.40625","2.40625","2.40625"
"14490","2.4375","2.4375","2.4375"
"14500","2","2","2"
"14510","1.96875","1.96875","1.96875"
"14520","2.5625","2.5625","2.5625"
"14530","1.9921875","1.9921875","1.9921875"
"14540","2.3125","2.3125","2.3125"
"14550","2.28125","2.28125","2.28125"
"14560","2.296875","2.296875","2.296875"
"14570","2.15625","2.15625","2.15625"
"14580","2.171875","2.171875","2.171875"
"14590","2.09375","2.09375","2.09375"
"14600","1.9609375","1.9609375","1.9609375"
"14610","1.78125","1.78125","1.78125"
"14620","1.984375","1.984375","1.984375"
"14630","2.34375","2.34375","2.34375"
"14640","1.8984375","1.8984375","1.8984375"
"14650","2.03125","2.03125","2.03125"
"14660","1.9296875","1.9296875","1.9296875"
"14670","1.9375","1.9375","1.9375"
"14680","2.203125","2.203125","2.203125"
"14690","2.390625","2.390625","2.390625"
"14700","2.578125","2.578125","2.578125"
"14710","1.984375","1.984375","1.984375"
"14720","2.046875","2.046875","2.046875"
"14730","2.046875","2.046875","2.046875"
"14740","1.7578125","1.7578125","1.7578125"
"14750","2.125","2.125","2.125"
"14760","2.265625","2.265625","2.265625"
"14770","1.890625","1.890625","1.890625"
"14780","2.21875","2.21875","2.21875"
"14790","1.9609375","1.9609375","1.9609375"
"14800","1.8671875","1.8671875","1.8671875"
"14810","1.96875","1.96875","1.96875"
"14820","2.109375","2.109375","2.109375"
"14830","2.09375","2.09375","2.09375"
"14840","1.78125","1.78125","1.78125"
"14850","2.125","2.125","2.125"
"14860","1.890625","1.890625","1.890625"
"14870","2.375","2.375","2.375"
"14880","2.3125","2.3125","2.3125"
"14890","2.515625","2.515625","2.515625"
"14900","2.34375","2.34375","2.34375"
"14910","1.9609375","1.9609375","1.9609375"
"14920","1.78125","1.78125","1.78125"
"14930","1.8984375","1.8984375","1.8984375"
"14940","1.9296875","1.9296875","1.9296875"
"14950","1.8671875","1.8671875","1.8671875"
"14960","2.125","2.125","2.125"
"14970","2.046875","2.046875","2.046875"
"14980","1.984375","1.984375","1.984375"
"14990","2.03125","2.03125","2.03125"
"15000","2.65625","2.65625","2.65625"
"15010","2.140625","2.140625","2.140625"
"15020","2.4375","2.4375","2.4375"
"15030","2.140625","2.140625","2.140625"
"15040","2.03125","2.03125","2.03125"
"15050","2.125","2.125","2.125"
"15060","2.1875","2.1875","2.1875"
"15070","2.3125","2.3125","2.3125"
"15080","2.34375","2.34375","2.34375"
"15090","2.15625","2.15625","2.15625"
"15100","2.03125","2.03125","2.03125"
"15110","2.21875","2.21875","2.21875"
"15120","1.9921875","1.9921875","1.9921875"
"15130","2.0625","2.0625","2.0625"
"15140","2.5","2.5","2.5"
"15150","1.8203125","1.8203125","1.8203125"
"15160","2.578125","2.578125","2.578125"
"15170","1.9609375","1.9609375","1.9609375"
"15180","2.3125","2.3125","2.3125"
"15190","1.7890625","1.7890625","1.7890625"
"15200","1.9453125","1.9453125","1.9453125"
"15210","2.265625","2.265625","2.265625"
"15220","3.1875","3.1875","3.1875"
"15230","2.171875","2.171875","2.171875"
"15240","2.03125","2.03125","2.03125"
"15250","2.25","2.25","2.25"
"15260","2.046875","2.046875","2.046875"
"15270","2.09375","2.09375","2.09375"
"15280","2.515625","2.515625","2.515625"
"15290","2.46875","2.46875","2.46875"
"15300","2.375","2.375","2.375"
"15310","2.140625","2.140625","2.140625"
"15320","2.078125","2.078125","2.078125"
"15330","1.7890625","1.7890625","1.7890625"
"15340","2.5","2.5","2.5"
"15350","1.765625","1.765625","1.765625"
"15360","1.9375","1.9375","1.9375"
"15370","1.90625","1.90625","1.90625"
"15380","2.03125","2.03125","2.03125"
"15390","2.0625","2.0625","2.0625"
"15400","2.09375","2.09375","2.09375"
"15410","1.9921875","1.9921875","1.9921875"
"15420","1.984375","1.984375","1.984375"
"15430","2.015625","2.015625","2.015625"
"15440","2.078125","2.078125","2.078125"
"15450","2.15625","2.15625","2.15625"
"15460","2.03125","2.03125","2.03125"
"15470","2.234375","2.234375","2.234375"
"15480","2.15625","2.15625","2.15625"
"15490","2.203125","2.203125","2.203125"
"15500","2.390625","2.390625","2.390625"
"15510","2.046875","2.046875","2.046875"
"15520","1.78125","1.78125","1.78125"
"15530","1.7890625","1.7890625","1.7890625"
"15540","2.046875","2.046875","2.046875"
"15550","2.875","2.875","2.875"
"15560","2.140625","2.140625","2.140625"
"15570","2.109375","2.109375","2.109375"
"15580","2.15625","2.15625","2.15625"
"15590","2.203125","2.203125","2.203125"
"15600","1.765625","1.765625","1.765625"
"15610","1.890625","1.890625","1.890625"
"15620","1.7265625","1.7265625","1.7265625"
"15630","1.9140625","1.9140625","1.9140625"
"15640","1.7265625","1.7265625","1.7265625"
"15650","2.390625","2.390625","2.390625"
"15660","1.7734375","1.7734375","1.7734375"
"15670","2.46875","2.46875","2.46875"
"15680","1.9453125","1.9453125","1.9453125"
"15690","1.8125","1.8125","1.8125"
"15700","1.7890625","1.7890625","1.7890625"
"15710","2.21875","2.21875","2.21875"
"15720","2.28125","2.28125","2.28125"
"15730","2.234375","2.234375","2.234375"
"15740","2.578125","2.578125","2.578125"
"15750","1.8203125","1.8203125","1.8203125"
"15760","2.28125","2.28125","2.28125"
"15770","2.140625","2.140625","2.140625"
"15780","2.046875","2.046875","2.046875"
"15790","1.890625","1.890625","1.890625"
"15800","2.359375","2.359375","2.359375"
"15810","1.9140625","1.9140625","1.9140625"
"15820","1.875","1.875","1.875"
"15830","2.125","2.125","2.125"
"15840","2","2","2"
"15850","1.765625","1.765625","1.765625"
"15860","2.09375","2.09375","2.09375"
"15870","1.84375","1.84375","1.84375"
"15880","1.9453125","1.9453125","1.9453125"
"15890","2.375","2.375","2.375"
"15900","1.7890625","1.7890625","1.7890625"
"15910","1.9140625","1.9140625","1.9140625"
"15920","2.234375","2.234375","2.234375"
"15930","1.8046875","1.8046875","1.8046875"
"15940","2.03125","2.03125","2.03125"
"15950","2.078125","2.078125","2.078125"
"15960","1.8984375","1.8984375","1.8984375"
"15970","1.8984375","1.8984375","1.8984375"
"15980","2.421875","2.421875","2.421875"
"15990","1.9375","1.9375","1.9375"
"16000","2.140625","2.140625","2.140625"
"16010","1.953125","1.953125","1.953125"
"16020","1.953125","1.953125","1.953125"
"16030","1.96875","1.96875","1.96875"
"16040","1.7734375","1.7734375","1.7734375"
"16050","2.40625","2.40625","2.40625"
"16060","1.953125","1.953125","1.953125"
"16070","1.90625","1.90625","1.90625"
"16080","2.1875","2.1875","2.1875"
"16090","2.203125","2.203125","2.203125"
"16100","2.1875","2.1875","2.1875"
"16110","2.328125","2.328125","2.328125"
"16120","1.890625","1.890625","1.890625"
"16130","2.8125","2.8125","2.8125"
"16140","1.96875","1.96875","1.96875"
"16150","2.21875","2.21875","2.21875"
"16160","2.09375","2.09375","2.09375"
"16170","1.859375","1.859375","1.859375"
"16180","2.3125","2.3125","2.3125"
"16190","2","2","2"
"16200","2.171875","2.171875","2.171875"
"16210","2.15625","2.15625","2.15625"
"16220","2.328125","2.328125","2.328125"
"16230","1.9140625","1.9140625","1.9140625"
"16240","2.09375","2.09375","2.09375"
"16250","2.125","2.125","2.125"
"16260","2.1875","2.1875","2.1875"
"16270","1.734375","1.734375","1.734375"
"16280","2.125","2.125","2.125"
"16290","2.46875","2.46875","2.46875"
"16300","2.59375","2.59375","2.59375"
"16310","2.046875","2.046875","2.046875"
"16320","2.125","2.125","2.125"
"16330","2.046875","2.046875","2.046875"
"16340","2.359375","2.359375","2.359375"
"16350","2.265625","2.265625","2.265625"
"16360","2.640625","2.640625","2.640625"
"16370","2.03125","2.03125","2.03125"
"16380","2.5","2.5","2.5"
"16390","2.234375","2.234375","2.234375"
"16400","2.25","2.25","2.25"
"16410","2.359375","2.359375","2.359375"
"16420","2.046875","2.046875","2.046875"
"16430","1.9375","1.9375","1.9375"
"16440","2.046875","2.046875","2.046875"
"16450","2.015625","2.015625","2.015625"
"16460","2.40625","2.40625","2.40625"
"16470","2.34375","2.34375","2.34375"
"16480","2.421875","2.421875","2.421875"
"16490","2.515625","2.515625","2.515625"
"16500","1.984375","1.984375","1.984375"
"16510","2.375","2.375","2.375"
"16520","2.0625","2.0625","2.0625"
"16530","2.15625","2.15625","2.15625"
"16540","1.984375","1.984375","1.984375"
"16550","1.7890625","1.7890625","1.7890625"
"16560","1.875","1.875","1.875"
"16570","2.671875","2.671875","2.671875"
"16580","2.296875","2.296875","2.296875"
"16590","2.03125","2.03125","2.03125"
"16600","1.78125","1.78125","1.78125"
"16610","2.34375","2.34375","2.34375"
"16620","2.0625","2.0625","2.0625"
"16630","2.046875","2.046875","2.046875"
"16640","2.015625","2.015625","2.015625"
"16650","1.953125","1.953125","1.953125"
"16660","2.375","2.375","2.375"
"16670","1.8203125","1.8203125","1.8203125"
"16680","2.515625","2.515625","2.515625"
"16690","2.1875","2.1875","2.1875"
"16700","1.859375","1.859375","1.859375"
"16710","1.9921875","1.9921875","1.9921875"
"16720","1.6875","1.6875","1.6875"
"16730","2.53125","2.53125","2.53125"
"16740","2.15625","2.15625","2.15625"
"16750","1.9921875","1.9921875","1.9921875"
"16760","2.21875","2.21875","2.21875"
"16770","1.75","1.75","1.75"
"16780","2.0625","2.0625","2.0625"
"16790","1.859375","1.859375","1.859375"
"16800","2.359375","2.359375","2.359375"
"16810","2.125","2.125","2.125"
"16820","1.921875","1.921875","1.921875"
"16830","2.1875","2.1875","2.1875"
"16840","1.9375","1.9375","1.9375"
"16850","2.09375","2.09375","2.09375"
"16860","1.828125","1.828125","1.828125"
"16870","1.8984375","1.8984375","1.8984375"
"16880","2.03125","2.03125","2.03125"
"16890","1.984375","1.984375","1.984375"
"16900","2.109375","2.109375","2.109375"
"16910","1.828125","1.828125","1.828125"
"16920","2.15625","2.15625","2.15625"
"16930","1.8203125","1.8203125","1.8203125"
"16940","2.046875","2.046875","2.046875"
"16950","1.9765625","1.9765625","1.9765625"
"16960","1.8984375","1.8984375","1.8984375"
"16970","2.21875","2.21875","2.21875"
"16980","2.34375","2.34375","2.34375"
"16990","2.59375","2.59375","2.59375"
"17000","1.890625","1.890625","1.890625"
"17010","2.359375","2.359375","2.359375"
"17020","2.171875","2.171875","2.171875"
"17030","1.9921875","1.9921875","1.9921875"
"17040","1.8125","1.8125","1.8125"
"17050","2.140625","2.140625","2.140625"
"17060","1.921875","1.921875","1.921875"
"17070","1.8046875","1.8046875","1.8046875"
"17080","2.09375","2.09375","2.09375"
"17090","2.078125","2.078125","2.078125"
"17100","2.328125","2.328125","2.328125"
"17110","1.9375","1.9375","1.9375"
"17120","1.84375","1.84375","1.84375"
"17130","2.359375","2.359375","2.359375"
"17140","2.546875","2.546875","2.546875"
"17150","1.765625","1.765625","1.765625"
"17160","2.484375","2.484375","2.484375"
"17170","2.03125","2.03125","2.03125"
"17180","2.125","2.125","2.125"
"17190","1.8828125","1.8828125","1.8828125"
"17200","1.8515625","1.8515625","1.8515625"
"17210","1.8984375","1.8984375","1.8984375"
"17220","1.8515625","1.8515625","1.8515625"
"17230","2.125","2.125","2.125"
"17240","2.0625","2.0625","2.0625"
"17250","1.7890625","1.7890625","1.7890625"
"17260","2.109375","2.109375","2.109375"
"17270","1.765625","1.765625","1.765625"
"17280","2.78125","2.78125","2.78125"
"17290","2.046875","2.046875","2.046875"
"17300","2.125","2.125","2.125"
"17310","2.15625","2.15625","2.15625"
"17320","1.6875","1.6875","1.6875"
"17330","2.171875","2.171875","2.171875"
"17340","1.8125","1.8125","1.8125"
"17350","2","2","2"
"17360","1.6796875","1.6796875","1.6796875"
"17370","2.578125","2.578125","2.578125"
"17380","2.625","2.625","2.625"
"17390","2.125","2.125","2.125"
"17400","2.03125","2.03125","2.03125"
"17410","2.078125","2.078125","2.078125"
"17420","1.8359375","1.8359375","1.8359375"
"17430","2","2","2"
"17440","1.7578125","1.7578125","1.7578125"
"17450","2.734375","2.734375","2.734375"
"17460","1.96875","1.96875","1.96875"
"17470","1.8828125","1.8828125","1.8828125"
"17480","1.84375","1.84375","1.84375"
"17490","2.09375","2.09375","2.09375"
"17500","1.71875","1.71875","1.71875"
"17510","2.546875","2.546875","2.546875"
"17520","2","2","2"
"17530","2.484375","2.484375","2.484375"
"17540","1.7890625","1.7890625","1.7890625"
"17550","2.046875","2.046875","2.046875"
"17560","2.390625","2.390625","2.390625"
"17570","1.859375","1.859375","1.859375"
"17580","1.765625","1.765625","1.765625"
"17590","2.1875","2.1875","2.1875"
"17600","1.8203125","1.8203125","1.8203125"
"17610","2.015625","2.015625","2.015625"
"17620","1.921875","1.921875","1.921875"
"17630","1.7890625","1.7890625","1.7890625"
"17640","2.640625","2.640625","2.640625"
"17650","1.84375","1.84375","1.84375"
"17660","2.90625","2.90625","2.90625"
"17670","1.9296875","1.9296875","1.9296875"
"17680","1.8984375","1.8984375","1.8984375"
"17690","2.125","2.125","2.125"
"17700","1.765625","1.765625","1.765625"
"17710","2.234375","2.234375","2.234375"
"17720","2.140625","2.140625","2.140625"
"17730","2.109375","2.109375","2.109375"
"17740","1.90625","1.90625","1.90625"
"17750","2.203125","2.203125","2.203125"
"17760","2.125","2.125","2.125"
"17770","1.859375","1.859375","1.859375"
"17780","1.734375","1.734375","1.734375"
"17790","2.15625","2.15625","2.15625"
"17800","2.078125","2.078125","2.078125"
"17810","2.109375","2.109375","2.109375"
"17820","1.9453125","1.9453125","1.9453125"
"17830","2.5","2.5","2.5"
"17840","2.375","2.375","2.375"
"17850","2.171875","2.171875","2.171875"
"17860","2.390625","2.390625","2.390625"
"17870","1.8671875","1.8671875","1.8671875"
"17880","2.15625","2.15625","2.15625"
"17890","1.9765625","1.9765625","1.9765625"
"17900","2","2","2"
"17910","2.328125","2.328125","2.328125"
"17920","2.3125","2.3125","2.3125"
"17930","2.46875","2.46875","2.46875"
"17940","1.8828125","1.8828125","1.8828125"
"17950","2.171875","2.171875","2.171875"
"17960","2.40625","2.40625","2.40625"
"17970","2.25","2.25","2.25"
"17980","2.09375","2.09375","2.09375"
"17990","2.28125","2.28125","2.28125"
"18000","2.265625","2.265625","2.265625"
"18010","2.09375","2.09375","2.09375"
"18020","1.890625","1.890625","1.890625"
"18030","1.875","1.875","1.875"
"18040","2.34375","2.34375","2.34375"
"18050","2.8125","2.8125","2.8125"
"18060","2.171875","2.171875","2.171875"
"18070","2.125","2.125","2.125"
"18080","2.140625","2.140625","2.140625"
"18090","2.15625","2.15625","2.15625"
"18100","1.8984375","1.8984375","1.8984375"
"18110","2","2","2"
"18120","1.9453125","1.9453125","1.9453125"
"18130","2.140625","2.140625","2.140625"
"18140","2.578125","2.578125","2.578125"
"18150","2.0625","2.0625","2.0625"
"18160","1.8828125","1.8828125","1.8828125"
"18170","2.390625","2.390625","2.390625"
"18180","2","2","2"
"18190","2.65625","2.65625","2.65625"
"18200","2.015625","2.015625","2.015625"
"18210","1.84375","1.84375","1.84375"
"18220","2.140625","2.140625","2.140625"
"18230","2.25","2.25","2.25"
"18240","1.8828125","1.8828125","1.8828125"
"18250","2.09375","2.09375","2.09375"
"18260","1.8671875","1.8671875","1.8671875"
"18270","1.9609375","1.9609375","1.9609375"
"18280","2.171875","2.171875","2.171875"
"18290","2.125","2.125","2.125"
"18300","1.8125","1.8125","1.8125"
"18310","2.15625","2.15625","2.15625"
"18320","2.421875","2.421875","2.421875"
"18330","1.8359375","1.8359375","1.8359375"
"18340","2.140625","2.140625","2.140625"
"18350","2.03125","2.03125","2.03125"
"18360","2.8125","2.8125","2.8125"
"18370","2","2","2"
"18380","1.8046875","1.8046875","1.8046875"
"18390","1.9375","1.9375","1.9375"
"18400","2","2","2"
"18410","1.8359375","1.8359375","1.8359375"
"18420","2.171875","2.171875","2.171875"
"18430","2.578125","2.578125","2.578125"
"18440","2.1875","2.1875","2.1875"
"18450","2.015625","2.015625","2.015625"
"18460","1.859375","1.859375","1.859375"
"18470","1.8515625","1.8515625","1.8515625"
"18480","1.7890625","1.7890625","1.7890625"
"18490","2.15625","2.15625","2.15625"
"18500","1.7734375","1.7734375","1.7734375"
"18510","2.15625","2.15625","2.15625"
"18520","2.03125","2.03125","2.03125"
"18530","1.890625","1.890625","1.890625"
"18540","1.8125","1.8125","1.8125"
"18550","2.171875","2.171875","2.171875"
"18560","1.953125","1.953125","1.953125"
"18570","1.828125","1.828125","1.828125"
"18580","1.8828125","1.8828125","1.8828125"
"18590","2.03125","2.03125","2.03125"
"18600","1.8984375","1.8984375","1.8984375"
"18610","2.265625","2.265625","2.265625"
"18620","2.15625","2.15625","2.15625"
"18630","2.046875","2.046875","2.046875"
"18640","1.7578125","1.7578125","1.7578125"
"18650","1.921875","1.921875","1.921875"
"18660","1.9375","1.9375","1.9375"
"18670","2.078125","2.078125","2.078125"
"18680","2.03125","2.03125","2.03125"
"18690","1.9453125","1.9453125","1.9453125"
"18700","1.96875","1.96875","1.96875"
"18710","1.8515625","1.8515625","1.8515625"
"18720","2.40625","2.40625","2.40625"
"18730","1.8671875","1.8671875","1.8671875"
"18740","1.75","1.75","1.75"
"18750","2.015625","2.015625","2.015625"
"18760","2.3125","2.3125","2.3125"
"18770","1.7109375","1.7109375","1.7109375"
"18780","1.828125","1.828125","1.828125"
"18790","1.71875","1.71875","1.71875"
"18800","2.03125","2.03125","2.03125"
"18810","2.0625","2.0625","2.0625"
"18820","1.7578125","1.7578125","1.7578125"
"18830","1.921875","1.921875","1.921875"
"18840","1.6875","1.6875","1.6875"
"18850","1.7421875","1.7421875","1.7421875"
"18860","1.7421875","1.7421875","1.7421875"
"18870","2.28125","2.28125","2.28125"
"18880","2.109375","2.109375","2.109375"
"18890","1.765625","1.765625","1.765625"
"18900","1.921875","1.921875","1.921875"
"18910","2.203125","2.203125","2.203125"
"18920","2.46875","2.46875","2.46875"
"18930","2.0625","2.0625","2.0625"
"18940","1.96875","1.96875","1.96875"
"18950","2.015625","2.015625","2.015625"
"18960","1.7578125","1.7578125","1.7578125"
"18970","2.0625","2.0625","2.0625"
"18980","2.296875","2.296875","2.296875"
"18990","1.8203125","1.8203125","1.8203125"
"19000","2.234375","2.234375","2.234375"
"19010","2.078125","2.078125","2.078125"
"19020","1.828125","1.828125","1.828125"
"19030","1.7890625","1.7890625","1.7890625"
"19040","1.7734375","1.7734375","1.7734375"
"19050","2.3125","2.3125","2.3125"
"19060","2.0625","2.0625","2.0625"
"19070","2.703125","2.703125","2.703125"
"19080","1.9375","1.9375","1.9375"
"19090","1.953125","1.953125","1.953125"
"19100","1.9921875","1.9921875","1.9921875"
"19110","1.9140625","1.9140625","1.9140625"
"19120","1.734375","1.734375","1.734375"
"19130","1.8359375","1.8359375","1.8359375"
"19140","2.046875","2.046875","2.046875"
"19150","2.015625","2.015625","2.015625"
"19160","1.6796875","1.6796875","1.6796875"
"19170","2","2","2"
"19180","2.109375","2.109375","2.109375"
"19190","2.390625","2.390625","2.390625"
"19200","2.828125","2.828125","2.828125"
"19210","1.90625","1.90625","1.90625"
"19220","1.9296875","1.9296875","1.9296875"
"19230","2.140625","2.140625","2.140625"
"19240","2.0625","2.0625","2.0625"
"19250","2.125","2.125","2.125"
"19260","2.03125","2.03125","2.03125"
"19270","2.171875","2.171875","2.171875"
"19280","1.9921875","1.9921875","1.9921875"
"19290","2.125","2.125","2.125"
"19300","2.5625","2.5625","2.5625"
"19310","2.796875","2.796875","2.796875"
"19320","1.984375","1.984375","1.984375"
"19330","2.140625","2.140625","2.140625"
"19340","2.046875","2.046875","2.046875"
"19350","2.5625","2.5625","2.5625"
"19360","2.015625","2.015625","2.015625"
"19370","1.9375","1.9375","1.9375"
"19380","1.8203125","1.8203125","1.8203125"
"19390","1.7734375","1.7734375","1.7734375"
"19400","1.9375","1.9375","1.9375"
"19410","1.9296875","1.9296875","1.9296875"
"19420","2.234375","2.234375","2.234375"
"19430","2.0625","2.0625","2.0625"
"19440","2.125","2.125","2.125"
"19450","1.90625","1.90625","1.90625"
"19460","1.640625","1.640625","1.640625"
"19470","1.796875","1.796875","1.796875"
"19480","2.03125","2.03125","2.03125"
"19490","2.03125","2.03125","2.03125"
"19500","1.828125","1.828125","1.828125"
"19510","1.921875","1.921875","1.921875"
"19520","1.8125","1.8125","1.8125"
"19530","2","2","2"
"19540","1.9375","1.9375","1.9375"
"19550","2","2","2"
"19560","1.8203125","1.8203125","1.8203125"
"19570","1.8125","1.8125","1.8125"
"19580","2.765625","2.765625","2.765625"
"19590","1.890625","1.890625","1.890625"
"19600","1.96875","1.96875","1.96875"
"19610","1.984375","1.984375","1.984375"
"19620","2.140625","2.140625","2.140625"
"19630","1.71875","1.71875","1.71875"
"19640","2.421875","2.421875","2.421875"
"19650","2.03125","2.03125","2.03125"
"19660","1.9140625","1.9140625","1.9140625"
"19670","1.9453125","1.9453125","1.9453125"
"19680","2.109375","2.109375","2.109375"
"19690","2","2","2"
"19700","2.0625","2.0625","2.0625"
"19710","2.109375","2.109375","2.109375"
"19720","2.0625","2.0625","2.0625"
"19730","1.9609375","1.9609375","1.9609375"
"19740","2.375","2.375","2.375"
"19750","1.7265625","1.7265625","1.7265625"
"19760","2.125","2.125","2.125"
"19770","1.7265625","1.7265625","1.7265625"
"19780","2.671875","2.671875","2.671875"
"19790","2.109375","2.109375","2.109375"
"19800","1.84375","1.84375","1.84375"
"19810","1.9140625","1.9140625","1.9140625"
"19820","1.9296875","1.9296875","1.9296875"
"19830","1.8125","1.8125","1.8125"
"19840","1.796875","1.796875","1.796875"
"19850","2","2","2"
"19860","1.90625","1.90625","1.90625"
"19870","2.046875","2.046875","2.046875"
"19880","1.9375","1.9375","1.9375"
"19890","1.828125","1.828125","1.828125"
"19900","2.015625","2.015625","2.015625"
"19910","1.7890625","1.7890625","1.7890625"
"19920","1.90625","1.90625","1.90625"
"19930","1.9765625","1.9765625","1.9765625"
"19940","2.359375","2.359375","2.359375"
"19950","2.140625","2.140625","2.140625"
"19960","2.671875","2.671875","2.671875"
"19970","1.90625","1.90625","1.90625"
"19980","1.859375","1.859375","1.859375"
"19990","1.875","1.875","1.875"
"20000","1.984375","1.984375","1.984375"
"20010","1.6640625","1.6640625","1.6640625"
"20020","1.734375","1.734375","1.734375"
"20030","1.96875","1.96875","1.96875"
"20040","1.8984375","1.8984375","1.8984375"
"20050","1.859375","1.859375","1.859375"
"20060","2.78125","2.78125","2.78125"
"20070","2.46875","2.46875","2.46875"
"20080","1.859375","1.859375","1.859375"
"20090","1.9375","1.9375","1.9375"
"20100","1.8515625","1.8515625","1.8515625"
"20110","2.078125","2.078125","2.078125"
"20120","2.59375","2.59375","2.59375"
"20130","1.8984375","1.8984375","1.8984375"
"20140","1.8984375","1.8984375","1.8984375"
"20150","1.828125","1.828125","1.828125"
"20160","1.59375","1.59375","1.59375"
"20170","2","2","2"
"20180","1.9609375","1.9609375","1.9609375"
"20190","4","4","4"
"20200","1.921875","1.921875","1.921875"
"20210","2.640625","2.640625","2.640625"
"20220","1.8046875","1.8046875","1.8046875"
"20230","1.921875","1.921875","1.921875"
"20240","1.96875","1.96875","1.96875"
"20250","2.03125","2.03125","2.03125"
"20260","2","2","2"
"20270","2.046875","2.046875","2.046875"
"20280","1.828125","1.828125","1.828125"
"20290","1.859375","1.859375","1.859375"
"20300","2.09375","2.09375","2.09375"
"20310","2.03125","2.03125","2.03125"
"20320","2.140625","2.140625","2.140625"
"20330","2.09375","2.09375","2.09375"
"20340","1.8828125","1.8828125","1.8828125"
"20350","1.9765625","1.9765625","1.9765625"
"20360","2.015625","2.015625","2.015625"
"20370","2.03125","2.03125","2.03125"
"20380","2.015625","2.015625","2.015625"
"20390","2.421875","2.421875","2.421875"
"20400","2.171875","2.171875","2.171875"
"20410","1.8359375","1.8359375","1.8359375"
"20420","1.90625","1.90625","1.90625"
"20430","1.9765625","1.9765625","1.9765625"
"20440","2.015625","2.015625","2.015625"
"20450","2.234375","2.234375","2.234375"
"20460","2.171875","2.171875","2.171875"
"20470","2.078125","2.078125","2.078125"
"20480","1.7890625","1.7890625","1.7890625"
"20490","2.390625","2.390625","2.390625"
"20500","1.9921875","1.9921875","1.9921875"
"20510","1.8203125","1.8203125","1.8203125"
"20520","2.171875","2.171875","2.171875"
"20530","2.015625","2.015625","2.015625"
"20540","1.8046875","1.8046875","1.8046875"
"20550","2.078125","2.078125","2.078125"
"20560","1.8984375","1.8984375","1.8984375"
"20570","1.953125","1.953125","1.953125"
"20580","2.625","2.625","2.625"
"20590","2.078125","2.078125","2.078125"
"20600","2.25","2.25","2.25"
"20610","1.953125","1.953125","1.953125"
"20620","2.28125","2.28125","2.28125"
"20630","2.03125","2.03125","2.03125"
"20640","2.34375","2.34375","2.34375"
"20650","1.9140625","1.9140625","1.9140625"
"20660","1.8359375","1.8359375","1.8359375"
"20670","1.84375","1.84375","1.84375"
"20680","2.203125","2.203125","2.203125"
"20690","2.171875","2.171875","2.171875"
"20700","2.21875","2.21875","2.21875"
"20710","2.03125","2.03125","2.03125"
"20720","2.046875","2.046875","2.046875"
"20730","2.078125","2.078125","2.078125"
"20740","2.421875","2.421875","2.421875"
"20750","1.9453125","1.9453125","1.9453125"
"20760","1.9375","1.9375","1.9375"
"20770","2.359375","2.359375","2.359375"
"20780","2.234375","2.234375","2.234375"
"20790","2.140625","2.140625","2.140625"
"20800","2.453125","2.453125","2.453125"
