"Step","tpu-v4-spmd-resumed-0 - train/full_l40_prior","tpu-v4-spmd-resumed-0 - train/full_l40_prior__MIN","tpu-v4-spmd-resumed-0 - train/full_l40_prior__MAX"
"24940","0.5","0.5","0.5"
"24960","0.46484375","0.46484375","0.46484375"
"24980","0.412109375","0.412109375","0.412109375"
"25000","0.44140625","0.44140625","0.44140625"
"25020","0.404296875","0.404296875","0.404296875"
"25040","0.412109375","0.412109375","0.412109375"
"25060","0.38671875","0.38671875","0.38671875"
"25080","0.4140625","0.4140625","0.4140625"
"25100","0.38671875","0.38671875","0.38671875"
"25120","0.3984375","0.3984375","0.3984375"
"25140","0.39453125","0.39453125","0.39453125"
"25160","0.44140625","0.44140625","0.44140625"
"25180","0.42578125","0.42578125","0.42578125"
"25200","0.408203125","0.408203125","0.408203125"
"25220","0.40234375","0.40234375","0.40234375"
"25240","0.37890625","0.37890625","0.37890625"
"25260","0.41015625","0.41015625","0.41015625"
"25280","0.419921875","0.419921875","0.419921875"
"25300","0.365234375","0.365234375","0.365234375"
"25320","0.41796875","0.41796875","0.41796875"
"25340","0.421875","0.421875","0.421875"
"25360","0.439453125","0.439453125","0.439453125"
"25380","0.4140625","0.4140625","0.4140625"
"25400","0.4765625","0.4765625","0.4765625"
"25420","0.40625","0.40625","0.40625"
"25440","0.49609375","0.49609375","0.49609375"
"25460","0.3984375","0.3984375","0.3984375"
"25480","0.388671875","0.388671875","0.388671875"
"25500","0.40234375","0.40234375","0.40234375"
"25520","0.380859375","0.380859375","0.380859375"
"25540","0.3671875","0.3671875","0.3671875"
"25560","0.7109375","0.7109375","0.7109375"
"25580","0.4140625","0.4140625","0.4140625"
"25600","0.3671875","0.3671875","0.3671875"
"25620","0.546875","0.546875","0.546875"
"25640","0.45703125","0.45703125","0.45703125"
"25660","0.400390625","0.400390625","0.400390625"
"25680","0.4140625","0.4140625","0.4140625"
"25700","0.421875","0.421875","0.421875"
"25720","0.37890625","0.37890625","0.37890625"
"25740","0.4140625","0.4140625","0.4140625"
"25760","0.41796875","0.41796875","0.41796875"
"25780","0.3828125","0.3828125","0.3828125"
"25800","0.412109375","0.412109375","0.412109375"
"25820","0.453125","0.453125","0.453125"
"25840","0.41796875","0.41796875","0.41796875"
"25860","0.40625","0.40625","0.40625"
"25880","0.390625","0.390625","0.390625"
"25900","0.45703125","0.45703125","0.45703125"
"25920","0.45703125","0.45703125","0.45703125"
"25940","0.43359375","0.43359375","0.43359375"
"25960","0.40234375","0.40234375","0.40234375"
"25980","0.37109375","0.37109375","0.37109375"
"26000","0.3828125","0.3828125","0.3828125"
"26020","0.369140625","0.369140625","0.369140625"
"26040","0.4296875","0.4296875","0.4296875"
"26060","0.44140625","0.44140625","0.44140625"
"26080","0.384765625","0.384765625","0.384765625"
"26100","0.4765625","0.4765625","0.4765625"
"26120","0.421875","0.421875","0.421875"
"26140","0.451171875","0.451171875","0.451171875"
"26160","0.453125","0.453125","0.453125"
"26180","0.625","0.625","0.625"
"26200","1.3046875","1.3046875","1.3046875"
"26220","1.40625","1.40625","1.40625"
"26240","0.6171875","0.6171875","0.6171875"
"26260","0.6015625","0.6015625","0.6015625"
"26280","0.59765625","0.59765625","0.59765625"
"26300","0.48046875","0.48046875","0.48046875"
"26320","1.140625","1.140625","1.140625"
"26340","0.5390625","0.5390625","0.5390625"
"26360","1.1640625","1.1640625","1.1640625"
"26380","0.44140625","0.44140625","0.44140625"
"26400","0.47265625","0.47265625","0.47265625"
"26420","0.515625","0.515625","0.515625"
"26440","0.453125","0.453125","0.453125"
"26460","0.5859375","0.5859375","0.5859375"
"26480","0.421875","0.421875","0.421875"
"26500","0.63671875","0.63671875","0.63671875"
"26520","0.640625","0.640625","0.640625"
"26540","0.42578125","0.42578125","0.42578125"
"26560","0.6328125","0.6328125","0.6328125"
"26580","0.455078125","0.455078125","0.455078125"
"26600","0.5","0.5","0.5"
"26620","0.41796875","0.41796875","0.41796875"
"26640","0.5234375","0.5234375","0.5234375"
"26660","0.48046875","0.48046875","0.48046875"
"26680","0.5546875","0.5546875","0.5546875"
"26700","0.447265625","0.447265625","0.447265625"
"26720","0.484375","0.484375","0.484375"
"26740","0.38671875","0.38671875","0.38671875"
"26760","0.458984375","0.458984375","0.458984375"
"26780","0.6015625","0.6015625","0.6015625"
"26800","0.470703125","0.470703125","0.470703125"
"26820","0.41015625","0.41015625","0.41015625"
"26840","0.5078125","0.5078125","0.5078125"
"26860","0.43359375","0.43359375","0.43359375"
"26880","0.46875","0.46875","0.46875"
"26900","0.390625","0.390625","0.390625"
"26920","0.384765625","0.384765625","0.384765625"
"26940","0.3984375","0.3984375","0.3984375"
"26960","0.5","0.5","0.5"
"26980","0.41015625","0.41015625","0.41015625"
"27000","0.400390625","0.400390625","0.400390625"
"27020","0.400390625","0.400390625","0.400390625"
"27040","0.4140625","0.4140625","0.4140625"
"27060","0.4609375","0.4609375","0.4609375"
"27080","0.369140625","0.369140625","0.369140625"
"27100","0.43359375","0.43359375","0.43359375"
"27120","0.390625","0.390625","0.390625"
"27140","0.3828125","0.3828125","0.3828125"
"27160","0.67578125","0.67578125","0.67578125"
"27180","0.46484375","0.46484375","0.46484375"
"27200","0.36328125","0.36328125","0.36328125"
"27220","0.4375","0.4375","0.4375"
"27240","0.44140625","0.44140625","0.44140625"
"27260","0.46875","0.46875","0.46875"
"27280","0.5234375","0.5234375","0.5234375"
"27300","0.423828125","0.423828125","0.423828125"
"27320","0.39453125","0.39453125","0.39453125"
"27340","0.373046875","0.373046875","0.373046875"
"27360","0.390625","0.390625","0.390625"
"27380","0.423828125","0.423828125","0.423828125"
"27400","0.42578125","0.42578125","0.42578125"
