"Step","tpu-v4-spmd-resumed-0 - train/loss","tpu-v4-spmd-resumed-0 - train/loss__MIN","tpu-v4-spmd-resumed-0 - train/loss__MAX"
"4580","8.5","8.5","8.5"
"4600","11.125","11.125","11.125"
"4620","11.5","11.5","11.5"
"4640","6.875","6.875","6.875"
"4660","8.1875","8.1875","8.1875"
"4680","9.5","9.5","9.5"
"4700","9.1875","9.1875","9.1875"
"4720","7.96875","7.96875","7.96875"
"4740","8.125","8.125","8.125"
"4760","7.59375","7.59375","7.59375"
"4780","8.125","8.125","8.125"
"4800","8.6875","8.6875","8.6875"
"4820","7.34375","7.34375","7.34375"
"4840","7.21875","7.21875","7.21875"
"4860","6.875","6.875","6.875"
"4880","8.875","8.875","8.875"
"4900","7.28125","7.28125","7.28125"
"4920","8.25","8.25","8.25"
"4940","7.21875","7.21875","7.21875"
"4960","8.75","8.75","8.75"
"4980","7.34375","7.34375","7.34375"
"5000","6.5625","6.5625","6.5625"
"5020","13.3125","13.3125","13.3125"
"5040","7.9375","7.9375","7.9375"
"5060","7.125","7.125","7.125"
"5080","8.5625","8.5625","8.5625"
"5100","6.375","6.375","6.375"
"5120","7.8125","7.8125","7.8125"
"5140","10.5","10.5","10.5"
"5160","15.625","15.625","15.625"
"5180","10.1875","10.1875","10.1875"
"5200","10","10","10"
"5220","8.875","8.875","8.875"
"5240","9.625","9.625","9.625"
"5260","11.625","11.625","11.625"
"5280","8.4375","8.4375","8.4375"
"5300","8.875","8.875","8.875"
"5320","8.3125","8.3125","8.3125"
"5340","7.09375","7.09375","7.09375"
"5360","6.5","6.5","6.5"
"5380","7.5","7.5","7.5"
"5400","8.875","8.875","8.875"
"5420","6.53125","6.53125","6.53125"
"5440","6.5625","6.5625","6.5625"
"5460","6.65625","6.65625","6.65625"
"5480","9.375","9.375","9.375"
"5500","6.9375","6.9375","6.9375"
"5520","7.75","7.75","7.75"
"5540","10.125","10.125","10.125"
"5560","6.5625","6.5625","6.5625"
"5580","8.25","8.25","8.25"
"5600","8.625","8.625","8.625"
"5620","6.5625","6.5625","6.5625"
"5640","6.3125","6.3125","6.3125"
"5660","7.625","7.625","7.625"
"5680","6.96875","6.96875","6.96875"
"5700","7.3125","7.3125","7.3125"
"5720","8.4375","8.4375","8.4375"
"5740","7.09375","7.09375","7.09375"
"5760","6.78125","6.78125","6.78125"
"5780","6.96875","6.96875","6.96875"
"5800","9.9375","9.9375","9.9375"
"5820","100.5","100.5","100.5"
"5840","8.0625","8.0625","8.0625"
"5860","6.96875","6.96875","6.96875"
"5880","8.875","8.875","8.875"
"5900","7.625","7.625","7.625"
"5920","7.25","7.25","7.25"
"5940","8.0625","8.0625","8.0625"
"5960","7.25","7.25","7.25"
"5980","10.625","10.625","10.625"
"6000","6.28125","6.28125","6.28125"
"6020","7.625","7.625","7.625"
"6040","6.5625","6.5625","6.5625"
"6060","6.5","6.5","6.5"
"6080","10.875","10.875","10.875"
"6100","8.3125","8.3125","8.3125"
"6120","8.125","8.125","8.125"
"6140","9","9","9"
"6160","8.375","8.375","8.375"
"6180","7.9375","7.9375","7.9375"
"6200","11.5","11.5","11.5"
"6220","16.875","16.875","16.875"
"6240","7.875","7.875","7.875"
"6260","9.5","9.5","9.5"
"6280","7.84375","7.84375","7.84375"
"6300","10.1875","10.1875","10.1875"
"6320","9.75","9.75","9.75"
"6340","8.5","8.5","8.5"
"6360","7.625","7.625","7.625"
"6380","6.75","6.75","6.75"
"6400","6.71875","6.71875","6.71875"
"6420","7.25","7.25","7.25"
"6440","14.6875","14.6875","14.6875"
"6460","6.875","6.875","6.875"
"6480","8.5625","8.5625","8.5625"
"6500","9.375","9.375","9.375"
"6520","8.625","8.625","8.625"
"6540","10.4375","10.4375","10.4375"
"6560","7.3125","7.3125","7.3125"
"6580","6.15625","6.15625","6.15625"
"6600","6.125","6.125","6.125"
"6620","7.75","7.75","7.75"
"6640","21","21","21"
"6660","6.5625","6.5625","6.5625"
"6680","8.1875","8.1875","8.1875"
"6700","10.375","10.375","10.375"
"6720","6.34375","6.34375","6.34375"
"6740","6.96875","6.96875","6.96875"
"6760","9.4375","9.4375","9.4375"
"6780","7.125","7.125","7.125"
"6800","6.4375","6.4375","6.4375"
"6820","5.46875","5.46875","5.46875"
"6840","7.9375","7.9375","7.9375"
"6860","9.625","9.625","9.625"
"6880","6.65625","6.65625","6.65625"
"6900","7.6875","7.6875","7.6875"
"6920","6.8125","6.8125","6.8125"
"6940","8.125","8.125","8.125"
"6960","15.25","15.25","15.25"
"6980","6.0625","6.0625","6.0625"
"7000","6.65625","6.65625","6.65625"
"7020","6.25","6.25","6.25"
"7040","11","11","11"
"7060","7.1875","7.1875","7.1875"
"7080","6.28125","6.28125","6.28125"
"7100","7.8125","7.8125","7.8125"
"7120","10.3125","10.3125","10.3125"
"7140","7.0625","7.0625","7.0625"
"7160","7.75","7.75","7.75"
"7180","5.6875","5.6875","5.6875"
"7200","6.4375","6.4375","6.4375"
"7220","6.0625","6.0625","6.0625"
"7240","6.5","6.5","6.5"
"7260","7.9375","7.9375","7.9375"
"7280","8.4375","8.4375","8.4375"
"7300","10.375","10.375","10.375"
"7320","6.3125","6.3125","6.3125"
"7340","7.1875","7.1875","7.1875"
"7360","8.4375","8.4375","8.4375"
"7380","6.28125","6.28125","6.28125"
"7400","6.8125","6.8125","6.8125"
"7420","7.46875","7.46875","7.46875"
"7440","6.4375","6.4375","6.4375"
"7460","6.625","6.625","6.625"
"7480","6.59375","6.59375","6.59375"
"7500","15","15","15"
"7520","7.25","7.25","7.25"
"7540","8","8","8"
"7560","5.90625","5.90625","5.90625"
"7580","6.59375","6.59375","6.59375"
"7600","6.5625","6.5625","6.5625"
"7620","6.3125","6.3125","6.3125"
"7640","13.625","13.625","13.625"
"7660","10.875","10.875","10.875"
"7680","6.9375","6.9375","6.9375"
"7700","8.0625","8.0625","8.0625"
"7720","12.625","12.625","12.625"
"7740","5.5625","5.5625","5.5625"
"7760","6.15625","6.15625","6.15625"
"7780","6.8125","6.8125","6.8125"
"7800","6.625","6.625","6.625"
"7820","7","7","7"
"7840","9.125","9.125","9.125"
"7860","7.6875","7.6875","7.6875"
"7880","7.625","7.625","7.625"
"7900","6.21875","6.21875","6.21875"
"7920","6.09375","6.09375","6.09375"
"7940","11.25","11.25","11.25"
"7960","7.6875","7.6875","7.6875"
"7980","5.59375","5.59375","5.59375"
"8000","5.90625","5.90625","5.90625"
"8020","6.1875","6.1875","6.1875"
"8040","5.90625","5.90625","5.90625"
"8060","7.125","7.125","7.125"
"8080","6.6875","6.6875","6.6875"
"8100","8.6875","8.6875","8.6875"
"8120","7.0625","7.0625","7.0625"
"8140","6.03125","6.03125","6.03125"
"8160","8","8","8"
"8180","6.625","6.625","6.625"
"8200","10.375","10.375","10.375"
"8220","6.625","6.625","6.625"
"8240","9","9","9"
"8260","6.40625","6.40625","6.40625"
"8280","10.375","10.375","10.375"
"8300","9.625","9.625","9.625"
"8320","9.1875","9.1875","9.1875"
"8340","8.875","8.875","8.875"
"8360","5.8125","5.8125","5.8125"
"8380","6.90625","6.90625","6.90625"
"8400","7.25","7.25","7.25"
"8420","7.875","7.875","7.875"
"8440","10.25","10.25","10.25"
"8460","6.34375","6.34375","6.34375"
"8480","9.75","9.75","9.75"
"8500","6.15625","6.15625","6.15625"
"8520","11.375","11.375","11.375"
"8540","6.875","6.875","6.875"
"8560","6.75","6.75","6.75"
"8580","11.4375","11.4375","11.4375"
"8600","8.125","8.125","8.125"
"8620","6.875","6.875","6.875"
"8640","7","7","7"
"8660","9.1875","9.1875","9.1875"
"8680","6.0625","6.0625","6.0625"
"8700","7.46875","7.46875","7.46875"
"8720","6.5625","6.5625","6.5625"
"8740","12.25","12.25","12.25"
"8760","5.875","5.875","5.875"
"8780","7","7","7"
"8800","16.5","16.5","16.5"
"8820","8.0625","8.0625","8.0625"
"8840","5.375","5.375","5.375"
"8860","7.875","7.875","7.875"
"8880","5.71875","5.71875","5.71875"
"8900","6.03125","6.03125","6.03125"
"8920","10.375","10.375","10.375"
"8940","6.375","6.375","6.375"
"8960","5.84375","5.84375","5.84375"
"8980","7.40625","7.40625","7.40625"
"9000","6.8125","6.8125","6.8125"
"9020","8.125","8.125","8.125"
"9040","6.75","6.75","6.75"
"9060","7.0625","7.0625","7.0625"
"9080","5.84375","5.84375","5.84375"
"9100","9.125","9.125","9.125"
"9120","8.4375","8.4375","8.4375"
"9140","6.375","6.375","6.375"
"9160","5.75","5.75","5.75"
"9180","6.53125","6.53125","6.53125"
"9200","5.71875","5.71875","5.71875"
"9220","5.90625","5.90625","5.90625"
"9240","5.625","5.625","5.625"
"9260","5.8125","5.8125","5.8125"
"9280","13.875","13.875","13.875"
"9300","8.0625","8.0625","8.0625"
"9320","5.65625","5.65625","5.65625"
"9340","7","7","7"
"9360","6.6875","6.6875","6.6875"
"9380","6.4375","6.4375","6.4375"
"9400","11.8125","11.8125","11.8125"
"9420","5.53125","5.53125","5.53125"
"9440","6.875","6.875","6.875"
"9460","7.875","7.875","7.875"
"9480","8.1875","8.1875","8.1875"
"9500","6.8125","6.8125","6.8125"
"9520","7.53125","7.53125","7.53125"
"9540","5.71875","5.71875","5.71875"
"9560","8.375","8.375","8.375"
"9580","5.8125","5.8125","5.8125"
"9600","6.875","6.875","6.875"
"9620","6.5","6.5","6.5"
"9640","8.75","8.75","8.75"
"9660","7","7","7"
"9680","5.46875","5.46875","5.46875"
"9700","5.0625","5.0625","5.0625"
"9720","7.5625","7.5625","7.5625"
"9740","7.28125","7.28125","7.28125"
"9760","9","9","9"
"9780","6.34375","6.34375","6.34375"
"9800","9.75","9.75","9.75"
"9820","5.5","5.5","5.5"
"9840","6.25","6.25","6.25"
"9860","5.90625","5.90625","5.90625"
"9880","6.1875","6.1875","6.1875"
"9900","6.1875","6.1875","6.1875"
"9920","13.25","13.25","13.25"
"9940","5.25","5.25","5.25"
"9960","7.0625","7.0625","7.0625"
"9980","7.21875","7.21875","7.21875"
"10000","5.96875","5.96875","5.96875"
"10020","6.5","6.5","6.5"
"10040","5.46875","5.46875","5.46875"
"10060","9.875","9.875","9.875"
"10080","5.96875","5.96875","5.96875"
"10100","6.28125","6.28125","6.28125"
"10120","6.40625","6.40625","6.40625"
"10140","8.5","8.5","8.5"
"10160","6","6","6"
"10180","14.75","14.75","14.75"
"10200","9.9375","9.9375","9.9375"
"10220","8.875","8.875","8.875"
"10240","10.25","10.25","10.25"
"10260","8.625","8.625","8.625"
"10280","11.5625","11.5625","11.5625"
"10300","7.40625","7.40625","7.40625"
"10320","6.25","6.25","6.25"
"10340","10.75","10.75","10.75"
"10360","8.6875","8.6875","8.6875"
"10380","7.65625","7.65625","7.65625"
"10400","7.875","7.875","7.875"
"10420","8.1875","8.1875","8.1875"
"10440","6.875","6.875","6.875"
"10460","7.3125","7.3125","7.3125"
"10480","5.875","5.875","5.875"
"10500","5.5","5.5","5.5"
"10520","10.3125","10.3125","10.3125"
"10540","8.9375","8.9375","8.9375"
"10560","7.59375","7.59375","7.59375"
"10580","5.125","5.125","5.125"
"10600","7.1875","7.1875","7.1875"
"10620","5.5","5.5","5.5"
"10640","5.46875","5.46875","5.46875"
"10660","8.9375","8.9375","8.9375"
"10680","7.1875","7.1875","7.1875"
"10700","7.3125","7.3125","7.3125"
"10720","6.09375","6.09375","6.09375"
"10740","5.25","5.25","5.25"
"10760","7.75","7.75","7.75"
"10780","6.03125","6.03125","6.03125"
"10800","6","6","6"
"10820","6.875","6.875","6.875"
"10840","7.71875","7.71875","7.71875"
"10860","6.8125","6.8125","6.8125"
"10880","9.9375","9.9375","9.9375"
"10900","8.25","8.25","8.25"
"10920","7.5","7.5","7.5"
"10940","6.9375","6.9375","6.9375"
"10960","6.125","6.125","6.125"
"10980","5.15625","5.15625","5.15625"
"11000","5.375","5.375","5.375"
"11020","5.53125","5.53125","5.53125"
"11040","9.3125","9.3125","9.3125"
"11060","6.46875","6.46875","6.46875"
"11080","7.8125","7.8125","7.8125"
"11100","7.0625","7.0625","7.0625"
"11120","8.25","8.25","8.25"
"11140","5.6875","5.6875","5.6875"
"11160","5.28125","5.28125","5.28125"
"11180","7.1875","7.1875","7.1875"
"11200","11","11","11"
"11220","14.375","14.375","14.375"
"11240","7.59375","7.59375","7.59375"
"11260","6","6","6"
"11280","5.9375","5.9375","5.9375"
"11300","5.90625","5.90625","5.90625"
"11320","5.375","5.375","5.375"
"11340","14.25","14.25","14.25"
"11360","5.3125","5.3125","5.3125"
"11380","8.125","8.125","8.125"
"11400","6","6","6"
"11420","7.21875","7.21875","7.21875"
"11440","4.59375","4.59375","4.59375"
"11460","11.4375","11.4375","11.4375"
"11480","5.4375","5.4375","5.4375"
"11500","5.0625","5.0625","5.0625"
"11520","6.125","6.125","6.125"
"11540","5.6875","5.6875","5.6875"
"11560","6.34375","6.34375","6.34375"
"11580","4.5","4.5","4.5"
"11600","5.34375","5.34375","5.34375"
"11620","6.5625","6.5625","6.5625"
"11640","5.75","5.75","5.75"
"11660","5.375","5.375","5.375"
"11680","5.53125","5.53125","5.53125"
"11700","5.21875","5.21875","5.21875"
"11720","4.5625","4.5625","4.5625"
"11740","7.0625","7.0625","7.0625"
"11760","11.625","11.625","11.625"
"11780","4.75","4.75","4.75"
"11800","5.03125","5.03125","5.03125"
"11820","5.0625","5.0625","5.0625"
"11840","7.375","7.375","7.375"
"11860","7.5","7.5","7.5"
"11880","5.875","5.875","5.875"
"11900","5.875","5.875","5.875"
"11920","6.875","6.875","6.875"
"11940","6.28125","6.28125","6.28125"
"11960","5.25","5.25","5.25"
"11980","5.46875","5.46875","5.46875"
"12000","5.1875","5.1875","5.1875"
"12020","6.125","6.125","6.125"
"12040","15.0625","15.0625","15.0625"
"12060","6.40625","6.40625","6.40625"
"12080","5.5625","5.5625","5.5625"
"12100","6.75","6.75","6.75"
"12120","4.875","4.875","4.875"
"12140","5.9375","5.9375","5.9375"
"12160","7.53125","7.53125","7.53125"
"12180","8.4375","8.4375","8.4375"
"12200","9.4375","9.4375","9.4375"
"12220","14.0625","14.0625","14.0625"
"12240","10.75","10.75","10.75"
"12260","9.5","9.5","9.5"
"12280","5.96875","5.96875","5.96875"
"12300","6.1875","6.1875","6.1875"
"12320","14.75","14.75","14.75"
"12340","5.65625","5.65625","5.65625"
"12360","5.625","5.625","5.625"
"12380","6.75","6.75","6.75"
"12400","5.375","5.375","5.375"
"12420","7.125","7.125","7.125"
"12440","9.4375","9.4375","9.4375"
"12460","7.1875","7.1875","7.1875"
"12480","9","9","9"
"12500","7.75","7.75","7.75"
"12520","6.875","6.875","6.875"
"12540","7.75","7.75","7.75"
"12560","5.3125","5.3125","5.3125"
"12580","5.25","5.25","5.25"
"12600","5.96875","5.96875","5.96875"
"12620","4.8125","4.8125","4.8125"
"12640","7.375","7.375","7.375"
"12660","7.59375","7.59375","7.59375"
"12680","8.8125","8.8125","8.8125"
"12700","5.375","5.375","5.375"
"12720","5.3125","5.3125","5.3125"
"12740","8.6875","8.6875","8.6875"
"12760","6.375","6.375","6.375"
"12780","9.25","9.25","9.25"
"12800","7","7","7"
"12820","6.6875","6.6875","6.6875"
"12840","6.5","6.5","6.5"
"12860","5.3125","5.3125","5.3125"
"12880","7.40625","7.40625","7.40625"
"12900","6.5625","6.5625","6.5625"
"12920","7.78125","7.78125","7.78125"
"12940","11.25","11.25","11.25"
"12960","5.8125","5.8125","5.8125"
"12980","7.875","7.875","7.875"
"13000","5.71875","5.71875","5.71875"
"13020","6.1875","6.1875","6.1875"
"13040","5.1875","5.1875","5.1875"
"13060","7.71875","7.71875","7.71875"
"13080","6.4375","6.4375","6.4375"
"13100","5.875","5.875","5.875"
"13120","5.4375","5.4375","5.4375"
"13140","5.875","5.875","5.875"
"13160","5.25","5.25","5.25"
"13180","7.25","7.25","7.25"
"13200","7.15625","7.15625","7.15625"
"13220","12.5","12.5","12.5"
"13240","4.8125","4.8125","4.8125"
"13260","5.96875","5.96875","5.96875"
"13280","4.875","4.875","4.875"
"13300","6.75","6.75","6.75"
"13320","4.8125","4.8125","4.8125"
"13340","5.21875","5.21875","5.21875"
"13360","4.8125","4.8125","4.8125"
"13380","7.125","7.125","7.125"
"13400","6.1875","6.1875","6.1875"
"13420","5.5","5.5","5.5"
"13440","5.03125","5.03125","5.03125"
"13460","5.875","5.875","5.875"
"13480","6.625","6.625","6.625"
"13500","7.28125","7.28125","7.28125"
"13520","6.75","6.75","6.75"
"13540","8.875","8.875","8.875"
"13560","5.28125","5.28125","5.28125"
"13580","6.59375","6.59375","6.59375"
"13600","4.84375","4.84375","4.84375"
"13620","4.375","4.375","4.375"
"13640","4.875","4.875","4.875"
"13660","5.75","5.75","5.75"
"13680","7.21875","7.21875","7.21875"
"13700","5.78125","5.78125","5.78125"
"13720","7.8125","7.8125","7.8125"
"13740","4.46875","4.46875","4.46875"
"13760","4.6875","4.6875","4.6875"
"13780","7.03125","7.03125","7.03125"
"13800","6.9375","6.9375","6.9375"
"13820","4.75","4.75","4.75"
"13840","7.71875","7.71875","7.71875"
"13860","4.25","4.25","4.25"
"13880","5.53125","5.53125","5.53125"
"13900","5.5625","5.5625","5.5625"
"13920","5.75","5.75","5.75"
"13940","10.375","10.375","10.375"
"13960","4.75","4.75","4.75"
"13980","4.78125","4.78125","4.78125"
"14000","5.5625","5.5625","5.5625"
"14020","5","5","5"
"14040","5.25","5.25","5.25"
"14060","8.3125","8.3125","8.3125"
"14080","5.09375","5.09375","5.09375"
"14100","7","7","7"
"14120","11.1875","11.1875","11.1875"
"14140","7","7","7"
"14160","4.6875","4.6875","4.6875"
"14180","7.625","7.625","7.625"
"14200","6.46875","6.46875","6.46875"
"14220","6","6","6"
"14240","12.125","12.125","12.125"
"14260","8.5","8.5","8.5"
"14280","5.625","5.625","5.625"
"14300","10","10","10"
"14320","6.96875","6.96875","6.96875"
"14340","8","8","8"
"14360","6.21875","6.21875","6.21875"
"14380","7.625","7.625","7.625"
"14400","6.6875","6.6875","6.6875"
"14420","6.6875","6.6875","6.6875"
"14440","8.5","8.5","8.5"
"14460","5.9375","5.9375","5.9375"
"14480","4.6875","4.6875","4.6875"
"14500","4.46875","4.46875","4.46875"
"14520","5.25","5.25","5.25"
"14540","4.40625","4.40625","4.40625"
"14560","7","7","7"
"14580","5.6875","5.6875","5.6875"
"14600","5.875","5.875","5.875"
"14620","6.25","6.25","6.25"
"14640","6.1875","6.1875","6.1875"
"14660","10","10","10"
"14680","5.5","5.5","5.5"
"14700","5.03125","5.03125","5.03125"
"14720","6.15625","6.15625","6.15625"
"14740","5.5625","5.5625","5.5625"
"14760","6.1875","6.1875","6.1875"
"14780","5.375","5.375","5.375"
"14800","6.875","6.875","6.875"
"14820","5.5","5.5","5.5"
"14840","10.125","10.125","10.125"
"14860","5.25","5.25","5.25"
"14880","5.625","5.625","5.625"
"14900","4.6875","4.6875","4.6875"
"14920","6.125","6.125","6.125"
"14940","4.625","4.625","4.625"
"14960","4.625","4.625","4.625"
"14980","6.4375","6.4375","6.4375"
"15000","4.125","4.125","4.125"
"15020","4.1875","4.1875","4.1875"
"15040","5.59375","5.59375","5.59375"
"15060","5.1875","5.1875","5.1875"
"15080","4.5625","4.5625","4.5625"
"15100","4.625","4.625","4.625"
"15120","5","5","5"
"15140","4.4375","4.4375","4.4375"
"15160","4.6875","4.6875","4.6875"
"15180","5.0625","5.0625","5.0625"
"15200","4.9375","4.9375","4.9375"
"15220","5.8125","5.8125","5.8125"
"15240","5.25","5.25","5.25"
"15260","5.09375","5.09375","5.09375"
"15280","4.6875","4.6875","4.6875"
"15300","5.1875","5.1875","5.1875"
"15320","5","5","5"
"15340","8.125","8.125","8.125"
"15360","8.875","8.875","8.875"
"15380","4.65625","4.65625","4.65625"
"15400","4.75","4.75","4.75"
"15420","5.4375","5.4375","5.4375"
"15440","4.1875","4.1875","4.1875"
"15460","5.40625","5.40625","5.40625"
"15480","4.375","4.375","4.375"
