"Step","phase1-reasoning - train/kl","phase1-reasoning - train/kl__MIN","phase1-reasoning - train/kl__MAX"
"82","390.2148971557617","390.2148971557617","390.2148971557617"
"83","392.63348388671875","392.63348388671875","392.63348388671875"
"84","389.83734130859375","389.83734130859375","389.83734130859375"
"85","390.0505256652832","390.0505256652832","390.0505256652832"
"86","391.9913864135742","391.9913864135742","391.9913864135742"
"87","391.95095443725586","391.95095443725586","391.95095443725586"
"88","393.69395446777344","393.69395446777344","393.69395446777344"
"89","393.5315742492676","393.5315742492676","393.5315742492676"
"90","393.14492416381836","393.14492416381836","393.14492416381836"
"91","394.1266174316406","394.1266174316406","394.1266174316406"
"92","397.5598258972168","397.5598258972168","397.5598258972168"
"93","396.9043426513672","396.9043426513672","396.9043426513672"
"94","396.75354766845703","396.75354766845703","396.75354766845703"
"95","397.42053985595703","397.42053985595703","397.42053985595703"
"96","399.4517135620117","399.4517135620117","399.4517135620117"
"97","398.54733657836914","398.54733657836914","398.54733657836914"
"98","400.78430557250977","400.78430557250977","400.78430557250977"
"99","400.82474517822266","400.82474517822266","400.82474517822266"
"100","400.13421630859375","400.13421630859375","400.13421630859375"
"101","402.0786819458008","402.0786819458008","402.0786819458008"
"102","401.45639419555664","401.45639419555664","401.45639419555664"
"104","404.64971923828125","404.64971923828125","404.64971923828125"
"105","402.31622314453125","402.31622314453125","402.31622314453125"
"106","405.5276870727539","405.5276870727539","405.5276870727539"
"107","406.1103324890137","406.1103324890137","406.1103324890137"
"108","405.6527786254883","405.6527786254883","405.6527786254883"
"109","406.31032943725586","406.31032943725586","406.31032943725586"
"110","407.6580810546875","407.6580810546875","407.6580810546875"
"111","406.8708381652832","406.8708381652832","406.8708381652832"
"112","408.37156677246094","408.37156677246094","408.37156677246094"
"113","409.0740165710449","409.0740165710449","409.0740165710449"
"114","410.4041328430176","410.4041328430176","410.4041328430176"
"115","410.2900161743164","410.2900161743164","410.2900161743164"
"116","411.3037643432617","411.3037643432617","411.3037643432617"
"117","411.91785430908203","411.91785430908203","411.91785430908203"
"118","412.8660125732422","412.8660125732422","412.8660125732422"
"119","412.63207626342773","412.63207626342773","412.63207626342773"
"120","412.9397277832031","412.9397277832031","412.9397277832031"
"121","412.92174530029297","412.92174530029297","412.92174530029297"
"122","413.6029281616211","413.6029281616211","413.6029281616211"
"123","414.6493949890137","414.6493949890137","414.6493949890137"
"124","417.26562881469727","417.26562881469727","417.26562881469727"
"125","416.57463455200195","416.57463455200195","416.57463455200195"
"126","417.1258888244629","417.1258888244629","417.1258888244629"
"127","417.6910972595215","417.6910972595215","417.6910972595215"
"128","418.85473251342773","418.85473251342773","418.85473251342773"
"130","420.0519790649414","420.0519790649414","420.0519790649414"
"131","420.034610748291","420.034610748291","420.034610748291"
"132","420.29796981811523","420.29796981811523","420.29796981811523"
"133","420.37068939208984","420.37068939208984","420.37068939208984"
"134","422.59325408935547","422.59325408935547","422.59325408935547"
"135","420.9201889038086","420.9201889038086","420.9201889038086"
"136","422.35198974609375","422.35198974609375","422.35198974609375"
"137","422.70144271850586","422.70144271850586","422.70144271850586"
"138","423.0264701843262","423.0264701843262","423.0264701843262"
"139","425.53287506103516","425.53287506103516","425.53287506103516"
"140","424.41909408569336","424.41909408569336","424.41909408569336"
"141","424.10063552856445","424.10063552856445","424.10063552856445"
"142","424.23633575439453","424.23633575439453","424.23633575439453"
"143","425.02831649780273","425.02831649780273","425.02831649780273"
"144","425.3433494567871","425.3433494567871","425.3433494567871"
"145","425.77093505859375","425.77093505859375","425.77093505859375"
"146","429.4331588745117","429.4331588745117","429.4331588745117"
"147","427.9238815307617","427.9238815307617","427.9238815307617"
"148","427.67930603027344","427.67930603027344","427.67930603027344"
"149","430.4129943847656","430.4129943847656","430.4129943847656"
"150","427.7398910522461","427.7398910522461","427.7398910522461"
"151","429.5998954772949","429.5998954772949","429.5998954772949"
"152","430.7726402282715","430.7726402282715","430.7726402282715"
"153","432.183048248291","432.183048248291","432.183048248291"
"154","430.9198417663574","430.9198417663574","430.9198417663574"
"156","433.31811141967773","433.31811141967773","433.31811141967773"
"157","431.6339988708496","431.6339988708496","431.6339988708496"
"158","434.13903427124023","434.13903427124023","434.13903427124023"
"159","434.8919982910156","434.8919982910156","434.8919982910156"
"160","435.1626319885254","435.1626319885254","435.1626319885254"
"161","435.3186340332031","435.3186340332031","435.3186340332031"
"162","433.8872718811035","433.8872718811035","433.8872718811035"
"163","439.1905860900879","439.1905860900879","439.1905860900879"
"164","438.8113479614258","438.8113479614258","438.8113479614258"
"165","434.8200454711914","434.8200454711914","434.8200454711914"
"166","436.3831253051758","436.3831253051758","436.3831253051758"
"167","439.8738670349121","439.8738670349121","439.8738670349121"
"168","439.6769599914551","439.6769599914551","439.6769599914551"
"169","439.43288803100586","439.43288803100586","439.43288803100586"
"170","441.17155838012695","441.17155838012695","441.17155838012695"
"171","442.39621353149414","442.39621353149414","442.39621353149414"
"172","443.6736030578613","443.6736030578613","443.6736030578613"
"173","439.6613235473633","439.6613235473633","439.6613235473633"
"174","442.11335372924805","442.11335372924805","442.11335372924805"
"175","442.53382873535156","442.53382873535156","442.53382873535156"
"176","445.5383186340332","445.5383186340332","445.5383186340332"
"177","440.7649154663086","440.7649154663086","440.7649154663086"
"178","444.11706161499023","444.11706161499023","444.11706161499023"
"179","445.7338752746582","445.7338752746582","445.7338752746582"
"180","444.8983497619629","444.8983497619629","444.8983497619629"
"182","445.39965057373047","445.39965057373047","445.39965057373047"
"183","447.15819549560547","447.15819549560547","447.15819549560547"
"184","448.83358001708984","448.83358001708984","448.83358001708984"
"185","446.8341255187988","446.8341255187988","446.8341255187988"
"186","448.35655975341797","448.35655975341797","448.35655975341797"
"187","448.4063720703125","448.4063720703125","448.4063720703125"
"188","446.7597351074219","446.7597351074219","446.7597351074219"
"189","450.2876434326172","450.2876434326172","450.2876434326172"
"190","448.3324089050293","448.3324089050293","448.3324089050293"
"191","448.9235305786133","448.9235305786133","448.9235305786133"
"192","451.79824447631836","451.79824447631836","451.79824447631836"
"193","451.90496826171875","451.90496826171875","451.90496826171875"
"194","452.64016342163086","452.64016342163086","452.64016342163086"
"195","454.69051361083984","454.69051361083984","454.69051361083984"
"196","452.3064994812012","452.3064994812012","452.3064994812012"
"197","453.663875579834","453.663875579834","453.663875579834"
"198","455.14447021484375","455.14447021484375","455.14447021484375"
"199","453.98859786987305","453.98859786987305","453.98859786987305"
"200","454.5711097717285","454.5711097717285","454.5711097717285"
"201","455.7751998901367","455.7751998901367","455.7751998901367"
"202","457.0759582519531","457.0759582519531","457.0759582519531"
"203","457.23644638061523","457.23644638061523","457.23644638061523"
"204","456.56396102905273","456.56396102905273","456.56396102905273"
"205","458.4456443786621","458.4456443786621","458.4456443786621"
"206","458.03185653686523","458.03185653686523","458.03185653686523"
"208","458.23436737060547","458.23436737060547","458.23436737060547"
"209","456.70800018310547","456.70800018310547","456.70800018310547"
"210","459.945987701416","459.945987701416","459.945987701416"
"211","461.52559661865234","461.52559661865234","461.52559661865234"
"212","459.4459533691406","459.4459533691406","459.4459533691406"
"213","461.1179885864258","461.1179885864258","461.1179885864258"
"214","461.615909576416","461.615909576416","461.615909576416"
"215","461.48148345947266","461.48148345947266","461.48148345947266"
"216","464.1865005493164","464.1865005493164","464.1865005493164"
"217","464.0327835083008","464.0327835083008","464.0327835083008"
"218","463.3568458557129","463.3568458557129","463.3568458557129"
"219","463.1868019104004","463.1868019104004","463.1868019104004"
"220","466.7344284057617","466.7344284057617","466.7344284057617"
"221","468.24414825439453","468.24414825439453","468.24414825439453"
"222","466.1177864074707","466.1177864074707","466.1177864074707"
"223","466.56318283081055","466.56318283081055","466.56318283081055"
"224","466.5390739440918","466.5390739440918","466.5390739440918"
"225","468.3385543823242","468.3385543823242","468.3385543823242"
"226","469.2298698425293","469.2298698425293","469.2298698425293"
"227","471.91521072387695","471.91521072387695","471.91521072387695"
"228","469.22280502319336","469.22280502319336","469.22280502319336"
"229","472.9452209472656","472.9452209472656","472.9452209472656"
"230","471.7901382446289","471.7901382446289","471.7901382446289"
"231","471.301212310791","471.301212310791","471.301212310791"
"232","471.3712348937988","471.3712348937988","471.3712348937988"
